year,scenario,corruption_index,trust_index,grievance_index,merit_integrity,iig_effectiveness,coup_probability,ethnic_harmony,gini_coefficient,employment_rate,phd_output,knowledge_capital,brain_drain_rate,tax_compliance,shame_register_size,foreign_investors,stability_index,north_star_progress,total_ruin_events,fdi_net,inflation_rate,psych_probation_count,run_id,seed,final_year,simulation_failed
0,C,0.6463235412631926,0.2215441104410858,0.6204228473455851,0.0,0.05,0.45,0.25543842981474124,0.4035583198771216,0.5817729908864955,0,0.0,0.0,0.9,0,0,0.18,0.263,0,0.0,0.12,0,83,8367,50,False
0,C,0.732841492617871,0.20010650012280337,0.9999995875904663,0.0,0.05,0.445,0.2627465422166851,0.39878297455018097,0.5889231768718531,0,0.0,0.1988,0.9968,0,0,0.48250000000000004,0.26757371286150095,0,0.0,0.11566414469407539,0,83,8367,50,False
1,C,0.8146613889593695,0.2808928406047687,0.9999999475243193,0.0,0.05,0.44,0.268782338149704,0.39294837471760546,0.5982769623484365,0,0.0,0.1608,0.9961,0,0,0.46675,0.25608362938338924,0,0.0,0.08017593439815222,0,83,8367,50,False
2,C,0.8772444255852507,0.33587918963148844,0.9999996866659907,0.0,0.05,0.435,0.2740827887612701,0.3883984898692753,0.6038950840270143,0,0.0,0.1017,0.9959,0,0,0.48027519862872736,0.2436295772919548,0,0.0,0.055522829884088895,0,83,8367,50,False
3,C,0.9178263756628378,0.37294840513893235,0.9999998398481051,0.0,0.05,0.43,0.2786552741488094,0.3825248368886411,0.6075851393188855,0,0.0,0.0679,0.9946,0,0,0.4899678376688364,0.23562882073483563,0,0.0,0.04761773570753908,0,83,8367,50,False
4,C,0.9385323560158384,0.3973865649762144,0.999999402059553,0.0,0.05,0.425,0.28305463316267215,0.37570673085659995,0.6136780905752754,0,0.0,0.0472,0.9928,0,0,0.4969776849969128,0.228050328878635,1,0.0,0.0411733812878471,0,83,8367,50,False
5,C,0.9462592425213509,0.42998326116158164,0.9999997799979728,0.0,0.05,0.42,0.286780387141136,0.37132837152126424,0.6166565533980582,0,0.0,0.033,0.9898,5,0,0.5021095781265662,0.23012017625164938,15,0.0,0.019460445517515003,0,83,8367,50,False
6,C,0.9484951053511161,0.4512217973377454,0.9999991075644453,0.0,0.05,0.415,0.28927624511286915,0.36664021493362153,0.6195407474110761,0,0.0,0.0254,0.9897,35,0,0.5101757269678098,0.23290825733298115,35,0.0,0.010265413526363787,0,83,8367,50,False
7,C,0.9490357776179317,0.46463106255068326,0.9999992954667004,0.0,0.05,0.41,0.29245808171372345,0.3626772652082286,0.6208848502904811,0,0.0,0.0168,0.9823,35,0,0.5160470311566802,0.23550397120646824,66,0.0,0.0,0,83,8367,50,False
8,C,0.9495273764809259,0.4725476490249115,0.9999996971988675,0.0,0.05,0.40499999999999997,0.2946724354755402,0.36016801092291034,0.6252591057151318,0,0.0,0.0158,0.9797,89,0,0.5203819440888895,0.23688603799018917,102,0.0,0.0,0,83,8367,50,False
9,C,0.9498196968899084,0.4676725240970021,0.999999344668518,0.0,0.05,0.39999999999999997,0.2968943344314903,0.3556192638036352,0.6289799528301887,0,0.0,0.0095,0.9686,102,0,0.5236413831414359,0.23722262225309143,134,0.0,0.0,0,83,8367,50,False
10,C,0.9494975311411396,0.46282014029818086,0.9999995783038292,0.0,0.05,0.39499999999999996,0.2985585291734615,0.3539732225961052,0.63308402991641,0,0.0,0.0075,0.9631,182,0,0.5239244751526081,0.23817828946668212,183,0.0,0.0,0,83,8367,50,False
11,C,0.9490114102946887,0.4578561524908408,0.9999993740991413,0.0,0.05,0.38999999999999996,0.3004485977018633,0.3493383498573051,0.6359393232205367,0,0.0,0.0059,0.9601,208,0,0.5243476395604285,0.2399564937100874,216,0.0,0.0,0,83,8367,50,False
12,C,0.9483928882174539,0.4528445877537072,0.9999998329287395,0.0,0.05,0.38499999999999995,0.3022359078001667,0.3459007024245772,0.6386834855734377,0,0.0,0.0045,0.9496,217,0,0.5248688546459029,0.24072112540600613,242,0.0,0.0,0,83,8367,50,False
13,C,0.9483512906587485,0.4601228794524127,0.9999996057382363,0.0,0.05,0.37999999999999995,0.3042727578110524,0.34382902581353514,0.6402078221965651,0,0.0,0.0042,0.938,250,0,0.5254587052057349,0.244704268448273,259,0.0,0.0,0,83,8367,50,False
14,C,0.9465828703564875,0.4636548503669922,0.9999997390751172,0.0,0.05,0.37499999999999994,0.30561149293435763,0.3431107999457025,0.6423546302943288,0,0.0,0.0039,0.9301,260,0,0.5291507245077911,0.24631317038996162,266,0.0,0.0,0,83,8367,50,False
15,C,0.9465827320780281,0.4646884458972851,0.9999998818966033,0.0,0.05,0.36999999999999994,0.3072399310239225,0.34176201884427027,0.6435516156705747,0,0.0,0.0032,0.9183,266,0,0.5319601380192303,0.2482469682660999,266,0.0,0.0,0,83,8367,50,False
16,C,0.946457651179413,0.4638979949021998,0.9999996637078182,0.0,0.05,0.36499999999999994,0.308788933109118,0.34032340398237665,0.6465994604571915,0,0.0,0.0025,0.9129,267,0,0.5341517274772378,0.24994047938491445,268,0.0,0.0,0,83,8367,50,False
17,C,0.9468380382868936,0.4580437634066341,0.9999998731626322,0.0,0.05,0.35999999999999993,0.31103300023254044,0.3406100341310997,0.6504443504020313,0,0.0,0.0025,0.9015,268,0,0.535910840097843,0.251433779423507,268,0.0,0.0,0,83,8367,50,False
18,C,0.9469603649127076,0.45242427609977987,0.9999997146447562,0.0,0.05,0.3549999999999999,0.3133903680890699,0.34059275688213153,0.6523089959045333,0,0.0,0.002,0.8967,268,0,0.5364125568752669,0.253536745942632,268,0.0,0.0,0,83,8367,50,False
19,C,0.9466448111759475,0.4469255288859644,0.9999997186468513,0.0,0.05,0.3499999999999999,0.3134102270901601,0.3404940385251472,0.6538026576194516,0,0.0,0.0018,0.8921,269,0,0.5369887586194635,0.25388246746634113,269,0.0,0.0,0,83,8367,50,False
20,C,0.9452507001539203,0.4416041778545703,0.9999998005876266,0.0,0.05,0.3449999999999999,0.31343008609125356,0.3416050915112802,0.6560996320407586,0,0.0,0.0014,0.8864,269,0,0.5376170998404012,0.25513902876600814,269,0.0,0.0,0,83,8367,50,False
21,C,0.9457209793780246,0.4383039797326915,0.9999996033884826,0.0,0.05,0.3399999999999999,0.31343429798458855,0.3427711635125846,0.6587301587301587,0,0.0,0.0016,0.8824,269,0,0.5382819386950576,0.25703976899427716,269,0.0,0.0,0,83,8367,50,False
22,C,0.9455684554912613,0.4345152124766843,0.9999995623408772,0.0,0.05,0.3349999999999999,0.3134342979845892,0.34673805449039774,0.6599063962558502,0,0.0,0.002,0.879,269,0,0.5394346097377362,0.25887696185800635,269,0.0,0.0,0,83,8367,50,False
23,C,0.9450278811927747,0.4303553901353301,0.999999855657099,0.0,0.05,0.3299999999999999,0.3134342979845879,0.3493999482627228,0.6597014925373135,0,0.0,0.0019,0.8663,269,0,0.5404664794676111,0.2594643085995333,269,0.0,0.0,0,83,8367,50,False
24,C,0.9449091304960343,0.42582184652849114,0.9999996399588862,0.0,0.05,0.3249999999999999,0.3134342979845886,0.35189970973160417,0.6603477765108324,0,0.0,0.0016,0.8544,269,0,0.5414137882785236,0.2587926156774618,269,0.0,0.0,0,83,8367,50,False
25,C,0.9458712668122482,0.4272514936198139,0.9999996517371302,0.0,0.05,0.3199999999999999,0.3134342979845877,0.35565673152265287,0.6602911789894377,0,0.0,0.0011,0.8515,269,0,0.5423019044461622,0.2605261505507736,269,0.0,0.0,0,83,8367,50,False
26,C,0.9464816855532459,0.42678966634831816,0.9999996966600242,0.0,0.05,0.3149999999999999,0.31343429798458794,0.3597879251603356,0.6606632361349343,0,0.0,0.0013,0.8475,269,0,0.5446715894482758,0.2611803565730856,269,0.0,0.0,0,83,8367,50,False
27,C,0.9464952359864633,0.4249695975512202,0.9999999363502201,0.0,0.05,0.3099999999999999,0.31343429798458833,0.3645297880552755,0.6601344585896152,0,0.0,0.0011,0.8412999999999999,269,0,0.5465553689497551,0.26204455541687627,269,0.0,0.0,0,83,8367,50,False
28,C,0.9467320253731323,0.42216192753465925,0.9999995923635403,0.0,0.05,0.35499999999999987,0.313434297984588,0.36850449253652506,0.6605044425336772,0,0.0,0.001,0.8383,269,0,0.5280990146007907,0.2619475399325762,269,0.0,0.0,0,83,8367,50,False
29,C,0.9469180780774489,0.4420404636255967,0.9999998561682495,0.0,0.05,0.34999999999999987,0.31343429798458755,0.37475388895225625,0.6604477611940298,0,0.0,0.0003,0.8327,269,0,0.5294045665565156,0.2678570552304165,269,0.0,0.0,0,83,8367,50,False
30,C,0.946870391725773,0.4545266509489552,0.9999999715924782,0.0,0.05,0.34499999999999986,0.31343429798458705,0.3791658630847031,0.6605834171576376,0,0.0,0.0013,0.8298,269,0,0.5363751903458092,0.27171132493643235,269,0.0,0.0,0,83,8367,50,False
31,C,0.9467269849927744,0.461767346467661,0.999999251443529,0.0,0.05,0.33999999999999986,0.31343429798458855,0.3840406090777307,0.6608145056842711,0,0.0,0.0009,0.8249,269,0,0.5414796269983148,0.27457248843396315,269,0.0,0.0,0,83,8367,50,False
32,C,0.9455338014784384,0.465315365029053,0.9999997064616571,0.0,0.05,0.33499999999999985,0.31343429798458783,0.39096778971542323,0.660472486315183,0,0.0,0.0008,0.823,269,0,0.5452777326550685,0.27659646390221243,269,0.0,0.0,0,83,8367,50,False
33,C,0.945433710358891,0.4691725477168327,0.9999997064774653,0.0,0.05,0.32999999999999985,0.31343429798458683,0.3970143702688244,0.6599826889786498,0,0.0,0.0005,0.8186,269,0,0.5481614066147963,0.27897967569492843,269,0.0,0.0,0,83,8367,50,False
34,C,0.9462880959339963,0.47032174192967574,0.9999999534968927,0.0,0.05,0.32499999999999984,0.31343429798458833,0.40360782622302627,0.6598786828422877,0,0.0,0.0002,0.8125,269,0,0.5511135279430539,0.280889732976881,269,0.0,0.0,0,83,8367,50,False
35,C,0.9460727861165988,0.46960300475895606,0.9999997527789221,0.0,0.05,0.31999999999999984,0.31343429798458855,0.4081454292799355,0.6598176819563015,0,0.0,0.001,0.8075,269,0,0.5534050128728343,0.2818997977461748,269,0.0,0.0,0,83,8367,50,False
36,C,0.9460514433450085,0.4676066586139555,0.9999991463789494,0.0,0.05,0.31499999999999984,0.3134342979845883,0.417096104102139,0.6599971001884878,0,0.0,0.0002,0.8036,269,0,0.5552340523236806,0.2832343064616538,269,0.0,0.0,0,83,8367,50,False
37,C,0.9467450802190353,0.4645030533407232,0.9999995712235827,0.0,0.05,0.30999999999999983,0.3134342979845885,0.42382625252660905,0.661046511627907,0,0.0,0.0007,0.8029999999999999,269,0,0.5567393799392729,0.285126790634445,269,0.0,0.0,0,83,8367,50,False
38,C,0.9465022506839667,0.4607703879013357,0.9999998364887441,0.0,0.05,0.3049999999999998,0.3134342979845889,0.42989110779667733,0.6595868489962177,0,0.0,0.0001,0.7961,269,0,0.5579449826650648,0.28823225714909606,269,0.0,0.0,0,83,8367,50,False
39,C,0.9464896908362233,0.4566500555693788,0.9999992738783526,0.0,0.05,0.2999999999999998,0.3134342979845869,0.43785295183135925,0.6602479941648431,0,0.0,0.0004,0.7936,269,0,0.559013904573119,0.28662911452097106,269,0.0,0.0,0,83,8367,50,False
40,C,0.9471303736215905,0.45233490661323567,0.9999994308834682,0.0,0.05,0.3449999999999998,0.3134342979845874,0.44657391923660855,0.660233918128655,0,0.0,0.0006,0.7888,269,0,0.5399871499087568,0.2886608539317497,269,0.0,0.002073856919579429,0,83,8367,50,False
41,C,0.9468788352168251,0.4513885260915507,0.9999997574122484,0.0,0.05,0.3399999999999998,0.3134342979845881,0.45656046787587656,0.6597303634232122,0,0.0,0.0002,0.7842,269,0,0.5408934216437035,0.2901853697790394,269,0.0,0.0,0,83,8367,50,False
42,C,0.9461863751906057,0.4491327160889135,0.9999995469940023,0.0,0.05,0.3349999999999998,0.31343429798458705,0.4645041284165563,0.6584398413397973,0,0.0,0.0003,0.7824,269,0,0.5426554781266005,0.29089023720868457,269,0.0,0.0,0,83,8367,50,False
43,C,0.9461589564369559,0.44602529820666886,0.9999993443509132,0.0,0.05,0.3299999999999998,0.31343429798458705,0.4759225666678521,0.6584647119493149,0,0.0,0.0,0.7807,269,0,0.5441139176646285,0.2892138533479338,269,0.0,0.0,0,83,8367,50,False
44,C,0.9451554105411205,0.44237857003561687,0.9999997940347041,0.0,0.05,0.3249999999999998,0.31343429798458833,0.4871918243789791,0.6568772136953955,0,0.0,0.0001,0.7763,269,0,0.5453598253412479,0.2901972580340949,269,0.0,0.0,0,83,8367,50,False
45,C,0.9460507265244872,0.4573948733898677,0.999999820546572,0.0,0.05,0.3199999999999998,0.31343429798458716,0.4979194382199548,0.656901908566356,0,0.0,0.0001,0.7732,269,0,0.5464569607148817,0.2911133108993762,269,0.0,0.0,0,83,8367,50,False
46,C,0.9457106562749203,0.4663014410343314,0.9999995922279439,0.0,0.05,0.3149999999999998,0.3134342979845881,0.5135571989792209,0.654911838790932,0,0.0,0.0002,0.7711,269,0,0.5521946814956843,0.29404948025403466,269,0.0,0.0,0,83,8367,50,False
47,C,0.9453906085150555,0.47106843954219135,0.9999998645232774,0.0,0.05,0.3099999999999998,0.31343429798458833,0.528259440577668,0.6544347050958252,0,0.0,0.0003,0.7676000000000001,269,0,0.5564360860422463,0.2919208357555859,269,0.0,0.0,0,83,8367,50,False
48,C,0.9452206282278549,0.4729383710278299,0.9999989277383435,0.0,0.05,0.30499999999999977,0.31343429798458733,0.5412161811360385,0.6530217326585294,0,0.0,0.0,0.7675,269,0,0.5596300692248395,0.2928306942107184,269,0.0,0.001728319051406118,0,83,8367,50,False
49,C,0.9444925739561182,0.47198919754440555,0.9999998053321297,0.0,0.05,0.29999999999999977,0.3134342979845888,0.5555871182094125,0.6520507084265473,0,0.0,0.0004,0.7638,269,0,0.5620908574526547,0.29161833481496724,269,0.0,0.0,0,83,8367,50,False
