year,scenario,corruption_index,trust_index,grievance_index,merit_integrity,iig_effectiveness,coup_probability,ethnic_harmony,gini_coefficient,employment_rate,phd_output,knowledge_capital,brain_drain_rate,tax_compliance,shame_register_size,foreign_investors,stability_index,north_star_progress,total_ruin_events,fdi_net,inflation_rate,psych_probation_count,run_id,seed,final_year,simulation_failed
0,C,0.6459071816089101,0.21992033993153565,0.618153914724566,0.0,0.05,0.45,0.2563466376277311,0.4132509957616245,0.5828106458721817,0,0.0,0.0,0.9,0,0,0.18,0.263,0,0.0,0.12,0,31,3167,50,False
0,C,0.7244604246566999,0.19889816324771029,0.9999983407667279,0.0,0.05,0.445,0.2638930580427853,0.40864052781884663,0.5896626225693867,0,0.0,0.2047,0.999,0,0,0.48250000000000004,0.2678853337722088,0,0.0,0.11622696784550302,0,31,3167,50,False
1,C,0.8086403667250298,0.2665428965622256,0.9999999054056778,0.0,0.05,0.44,0.27030751539557935,0.40305956950500366,0.5995427078229626,0,0.0,0.1611,0.9966,0,0,0.46675,0.2564866980043168,0,0.0,0.08499798116107243,0,31,3167,50,False
2,C,0.8718257447443541,0.3125532684709573,0.9999995063418111,0.0,0.05,0.435,0.2756185702828575,0.39766177996464497,0.6067632850241546,0,0.0,0.1026,0.994,0,0,0.4769252598073552,0.24136409477209997,0,0.0,0.0634125698563472,0,31,3167,50,False
3,C,0.9107655931943631,0.3432541337295646,0.9999992277756128,0.0,0.05,0.43,0.28021945678199345,0.39411689035166914,0.6117721719815961,0,0.0,0.0657,0.993,1,0,0.48427294167250373,0.22990565085148826,1,0.0,0.025550765753215465,0,31,3167,50,False
4,C,0.9272920388941851,0.36323504046240934,0.9999999926486142,0.0,0.05,0.425,0.2843695570358108,0.3882624705414984,0.6158431372549019,0,0.0,0.0453,0.9907,1,0,0.4896413189781078,0.22358642287211136,3,0.0,0.02725259342015142,0,31,3167,50,False
5,C,0.9364898476182694,0.38160962712159413,0.9999995519833293,0.0,0.05,0.42,0.2878967417783103,0.3832150100581113,0.6197423560453205,0,0.0,0.0302,0.9874,3,0,0.49362418309203054,0.22428636200247196,12,0.0,0.006040623581388755,0,31,3167,50,False
6,C,0.942131942842883,0.39298070918618544,1.0,0.0,0.05,0.415,0.2910596194213788,0.3780437869506716,0.6230769230769231,0,0.0,0.0237,0.9844,19,0,0.49812640031567607,0.22577627741528739,30,0.0,0.0,0,31,3167,50,False
7,C,0.9444635234158868,0.3994220780674796,0.9999998384591501,0.0,0.05,0.41,0.29409912021710216,0.37332441466625416,0.6252285191956124,0,0.0,0.0187,0.9809,37,0,0.5015029523722278,0.22634776884970229,57,0.0,0.0,0,31,3167,50,False
8,C,0.945946640736151,0.4024782879689692,0.9999993695730776,0.0,0.05,0.40499999999999997,0.29703145143175236,0.36841495726610557,0.6294784580498867,0,0.0,0.0136,0.975,75,0,0.5040915388118141,0.22853328866242392,86,0.0,0.0,0,31,3167,50,False
9,C,0.9466918169626833,0.42088463037989043,0.999999788952743,0.0,0.05,0.39999999999999997,0.2998820646041218,0.3635884867875593,0.6338239711625112,0,0.0,0.0101,0.9719,122,0,0.5061285493195244,0.23382396715920525,124,0.0,0.0,0,31,3167,50,False
10,C,0.9475127515041614,0.43230569838523597,0.9999998082784795,0.0,0.05,0.39499999999999996,0.302061737406299,0.3613669178713276,0.6357388316151202,0,0.0,0.0061,0.9599,161,0,0.5122208084508985,0.23848020309722645,167,0.0,0.0,0,31,3167,50,False
11,C,0.947253953373675,0.4386753379935359,0.9999997715287784,0.0,0.05,0.38999999999999996,0.3038834462449339,0.3598555655808104,0.6391155957857249,0,0.0,0.006,0.9556,167,0,0.5167103898428601,0.24035675921337388,195,0.0,0.0,0,31,3167,50,False
12,C,0.9471960582788773,0.44172912870509257,0.9999997214249268,0.0,0.05,0.38499999999999995,0.306028218362897,0.35818882248879225,0.6408024782416285,0,0.0,0.0041,0.9465,216,0,0.5200780968172334,0.24315154938040193,216,0.0,0.0,0,31,3167,50,False
13,C,0.9464185996450091,0.4640776895213322,0.999999821864736,0.0,0.05,0.42999999999999994,0.3078649375902427,0.3554026605493699,0.643327962501831,0,0.0,0.004,0.9315,216,0,0.5026604916992946,0.24855183562841646,225,0.0,0.0,0,31,3167,50,False
14,C,0.9462982079052973,0.47834507564702555,0.9999998723629117,0.0,0.05,0.4749999999999999,0.31022537419651625,0.35372728906654183,0.6449074748652193,0,0.0,0.0038,0.9261,227,0,0.49014499428293945,0.25313643711274636,235,0.0,0.0,0,31,3167,50,False
