year,scenario,corruption_index,trust_index,grievance_index,merit_integrity,iig_effectiveness,coup_probability,ethnic_harmony,gini_coefficient,employment_rate,phd_output,knowledge_capital,brain_drain_rate,tax_compliance,shame_register_size,foreign_investors,stability_index,north_star_progress,total_ruin_events,fdi_net,inflation_rate,psych_probation_count,run_id,seed,final_year,simulation_failed
0,C,0.6358408495580875,0.22038430207455068,0.6199371174848357,0.0,0.05,0.45,0.2566447424488382,0.41075737513825256,0.5851616144699381,0,0.0,0.0,0.9,0,0,0.18,0.263,0,0.0,0.12,0,92,9267,50,False
0,C,0.7233387107853612,0.19920238476018465,0.9999901681542418,0.0,0.05,0.445,0.26351595682675555,0.4081111728248158,0.5921009505080301,0,0.0,0.2038,1.0,0,0,0.48250000000000004,0.27087211050446575,0,0.0,0.11547825480828686,0,92,9267,50,False
1,C,0.798716071557707,0.27451665053902186,0.9999998679205984,0.0,0.05,0.44,0.27060562021668694,0.4008209877412671,0.5986799742433999,0,0.0,0.1645,0.9936,0,0,0.46675,0.25854953880928555,0,0.0,0.1055774450274528,0,92,9267,50,False
2,C,0.8622652882007827,0.3257245962060373,0.9999998113390454,0.0,0.05,0.435,0.27624916778645375,0.3927360642893797,0.6103750997605746,0,0.0,0.1031,0.9934,0,0,0.4788301978820843,0.24599907777888042,0,0.0,0.08446032668782075,0,92,9267,50,False
3,C,0.9050055094370122,0.35996263183279453,0.9999994969946692,0.0,0.05,0.43,0.2800868243671814,0.3883126564386362,0.6145603529782541,0,0.0,0.0635,0.9893,0,0,0.4875113363995432,0.2358694530536978,0,0.0,0.05645027560476443,0,92,9267,50,False
4,C,0.9210666516906142,0.3824622677825179,0.9999994015961481,0.0,0.05,0.425,0.28369016174595624,0.38322952193862087,0.6197730452355045,0,0.0,0.0469,0.9876,0,0,0.4938131333617645,0.2295109846318515,0,0.0,0.029893686540764963,0,92,9267,50,False
5,C,0.9334878679886013,0.4045033602325068,0.9999999232027798,0.0,0.05,0.42,0.2871687060372324,0.3801669110281715,0.6252894858730894,0,0.0,0.0311,0.9855,1,0,0.4984493912353194,0.23010597684177997,4,0.0,0.0,0,92,9267,50,False
6,C,0.9411197578616792,0.418401035011654,0.9999997545628655,0.0,0.05,0.415,0.2894693190021186,0.3787136153052415,0.6287461773700306,0,0.0,0.0232,0.983,10,0,0.5038669257426813,0.23117734371956372,26,0.0,0.0,0,92,9267,50,False
7,C,0.9445076360564527,0.42669135287429627,0.9999995718141754,0.0,0.05,0.41,0.2923190191764521,0.37580863703330913,0.6312832194381169,0,0.0,0.0186,0.9762,26,0,0.5078841998978346,0.2320758698656059,54,0.0,0.0,0,92,9267,50,False
8,C,0.9479839307318779,0.4310649377653075,0.9999997734120101,0.0,0.05,0.40499999999999997,0.29439349815232296,0.36962772443711034,0.6356085774690425,0,0.0,0.0126,0.9754,57,0,0.5109212918064421,0.23399980873041884,77,0.0,0.0,0,92,9267,50,False
9,C,0.9489150513090661,0.4466120212654627,0.9999999304725085,0.0,0.05,0.39999999999999997,0.29620009399248964,0.3662987922960752,0.6393295420532774,0,0.0,0.0092,0.9712,121,0,0.5132722561424671,0.23851195447836165,125,0.0,0.0,0,92,9267,50,False
10,C,0.948988647297767,0.4560140498650549,0.9999998484211036,0.0,0.05,0.39499999999999996,0.2989327836057975,0.3605670664088435,0.641868769528344,0,0.0,0.0074,0.9678,160,0,0.51868203391367,0.2433268550538944,160,0.0,0.0,0,92,9267,50,False
11,C,0.9488733496602081,0.461165608679905,0.9999995180457694,0.0,0.05,0.38999999999999996,0.30090222696102764,0.3581603064937984,0.6457684896991256,0,0.0,0.0046,0.9557,163,0,0.5226938783535119,0.24610096029930115,188,0.0,0.0,0,92,9267,50,False
12,C,0.9482423114774745,0.46326668270805366,0.9999995634184825,0.0,0.05,0.38499999999999995,0.3024387666212065,0.35655219567186724,0.6470848056537103,0,0.0,0.0032,0.9512,204,0,0.5257271694614013,0.24938224405756232,219,0.0,0.0,0,92,9267,50,False
13,C,0.947175541083336,0.47716370036492617,0.999999601997595,0.0,0.05,0.37999999999999995,0.3043055127238776,0.3558904315556396,0.6493848857644992,0,0.0,0.0041,0.9434,233,0,0.5280754732369238,0.2536488002992831,233,0.0,0.0,0,92,9267,50,False
14,C,0.9468993092276955,0.48536400186076506,0.9999997035919387,0.0,0.05,0.37499999999999994,0.30635084348195396,0.353117088400962,0.6514842840512224,0,0.0,0.0026,0.9384,237,0,0.5334033893774813,0.25707521789055293,244,0.0,0.0,0,92,9267,50,False
15,C,0.947139603167016,0.48957673852653444,0.9999996285342333,0.0,0.05,0.36999999999999994,0.3085750516042841,0.35379578597728595,0.6539130434782608,0,0.0,0.0026,0.9353,250,0,0.5373579306758716,0.2590525751061803,250,0.0,0.0,0,92,9267,50,False
16,C,0.9466295621935741,0.49098903079168904,0.9999994301851018,0.0,0.05,0.4149999999999999,0.3102034896938484,0.3538503909168465,0.6551079136690647,0,0.0,0.0025,0.9304,250,0,0.5203511095847447,0.2607465424030314,252,0.0,0.0,0,92,9267,50,False
