year,scenario,corruption_index,trust_index,gini_coefficient,coup_probability,iig_effectiveness,employment_rate,brain_drain_rate,ethnic_harmony,north_star_progress,stability_index,gdp_growth,shame_register_size,total_ruin_events,elite_budget_impact,elite_coup_signal,active_foreign_investors,run_id,seed
0,C,0.17293132554270066,0.22,0.55,0.45,0.05,0.58,0.35,0.32,0.1,0.18,0.02,0,0,0.07,False,0,45,4567
0,C,0.2530894719356535,0.3818143606185913,0.3426563818807933,0.445,0.05,0.662784993648529,0.00948,0.6745489723980427,0.5444341932112627,0.5032576764792769,0.049412060233718975,0,0,0.09416999999999999,False,0,45,4567
1,C,0.3376474970137869,0.31876158714294434,0.3426563818807933,0.44,0.05,0.7875284552574158,0.00878,0.5092734824866056,0.5021686177622341,0.5162421170176507,0.04908075202312246,0,0,0.06684899999999999,False,0,45,4567
2,C,0.41946214754842065,0.21983702480793,0.3426563818807933,0.435,0.05,0.7613335847854614,0.00948,0.2630503121763468,0.44389345580107126,0.46926760220140734,0.046544011270778465,0,0,0.0703965,False,0,45,4567
3,C,0.5126362635415905,0.10676361620426178,0.3426563818807933,0.43,0.05,0.7230628132820129,0.01126,0.0,0.3824236535489304,0.4127047138922852,0.044089571754739446,0,0,0.07588199999999999,False,0,45,4567
4,C,0.5909244990962346,0.021284695714712143,0.3426563818807933,0.425,0.05,0.680427610874176,0.01612,0.0,0.34887057466701765,0.3527329131346913,0.041294348274944354,0,0,0.0820365,False,0,45,4567
5,C,0.6652346131798795,0.00028753018705174327,0.3426563818807933,0.42,0.05,0.6431841254234314,0.02466,0.0,0.32830186742696027,0.3222688752259414,0.03894570120830503,0,0,0.0855195,False,0,45,4567
6,C,0.7225573975321876,0.0,0.3426563818807933,0.46499999999999997,0.05,0.6047956347465515,0.0352,0.0,0.3117247375152915,0.3036913467050301,0.03671639778579568,0,0,0.08636999999999999,True,0,45,4567
7,C,0.7752060765302037,0.0,0.3426563818807933,0.51,0.05,0.5846741199493408,0.04716,0.0,0.298970417996903,0.2893606506169531,0.03499671425522644,0,0,0.08636999999999999,True,0,45,4567
8,C,0.8226533482409775,0.0,0.3426563818807933,0.555,0.05,0.5526705384254456,0.06056,0.0,0.2872560869198444,0.2761984808674491,0.03341725388528596,0,0,0.08636999999999999,True,0,45,4567
9,C,0.8455703098909516,0.0,0.3426563818807933,0.6,0.05,0.5391871929168701,0.07364,0.0,0.2766990689641972,0.26433666293975566,0.03199383573396274,2,2,0.08636999999999999,True,0,45,4567
