index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,institution_label,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,iig_effectiveness,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,55,5565,50,False,28,0,0.35,1.0
1,0,A,mfu_v7,0.7268,0.319,0.55,0.31,iig_effectiveness,0.23,0.0,0.18515540333446814,0.35,0.61515,0.3662,0.03936842105263158,0.35,1.0,1,0.755,55,5565,50,False,28,0,0.35,1.0
2,1,A,mfu_v7,0.7268,0.38706703856690433,0.55,0.30019999999999997,iig_effectiveness,0.21000000000000002,0.0,0.22966213195036114,0.35,0.6442336866385592,0.3752,0.07263157894736842,0.35,1.0,2,0.7350008372963244,55,5565,50,False,28,0,0.35,1.0
3,2,A,mfu_v7,0.7268,0.44542871636233333,0.55,0.3004,iig_effectiveness,0.19000000000000003,0.0,0.24169896554811307,0.35,0.6770891243461168,0.3829,0.10526315789473684,0.35,1.0,0,0.7150016745926487,55,5565,50,False,28,0,0.35,1.0
4,3,A,mfu_v7,0.7268,0.45870811986418275,0.55,0.3006,iig_effectiveness,0.17000000000000004,0.0,0.2495159055182832,0.35,0.6711926529987937,0.3922,0.1383157894736842,0.35,1.0,0,0.7200016745926487,55,5565,50,False,28,0,0.35,1.0
5,4,A,mfu_v7,0.7268,0.47041665048734344,0.55,0.3008,iig_effectiveness,0.15000000000000005,0.0,0.2535505404096725,0.35,0.6827384076200196,0.4004,0.18136842105263157,0.35,1.0,1,0.7250016745926487,55,5565,50,False,28,0,0.35,1.0
6,5,A,mfu_v7,0.7258,0.4921592812514708,0.55,0.301,iig_effectiveness,0.13000000000000006,0.0,0.25541343829165786,0.35,0.7044763239842129,0.4175,0.22431578947368422,0.35,1.0,2,0.7154701550933321,55,5565,50,False,28,0,0.35,1.0
7,6,A,mfu_v7,0.7235,0.49418924945678433,0.55,0.30119999999999997,iig_effectiveness,0.11000000000000006,0.0,0.2593355783817471,0.35,0.7032728888583273,0.432,0.2691578947368421,0.35,1.0,1,0.7059386355940155,55,5565,50,False,28,0,0.35,1.0
8,7,A,mfu_v7,0.7179,0.512594921165954,0.55,0.3014,iig_effectiveness,0.09000000000000005,0.0,0.2593680519997237,0.35,0.7259056903358068,0.4535,0.3161052631578947,0.35,1.0,1,0.6885639446255069,55,5565,50,False,28,0,0.35,1.0
9,8,A,mfu_v7,0.7104,0.5255640501239806,0.55,0.375,iig_effectiveness,0.07000000000000005,0.0,0.26208609597518734,0.35,0.7364959807280809,0.4752,0.3625263157894737,0.35,1.0,1,0.6711892536569982,55,5565,50,False,28,0,0.35,1.0
10,9,A,mfu_v7,0.7006,0.5514463086506899,0.55,0.4864864864864865,iig_effectiveness,0.050000000000000044,0.0,0.2620778502969428,0.35,0.7616370921660836,0.5005,0.40557894736842104,0.35,1.0,0,0.6538145626884896,55,5565,50,False,28,0,0.35,1.0
11,10,A,mfu_v7,0.6897,0.5609054676620868,0.55,0.5487804878048781,iig_effectiveness,0.030000000000000044,0.0,0.2639531880643362,0.35,0.7657527446456927,0.5224,0.4451578947368421,0.35,1.0,1,0.6588145626884896,55,5565,50,False,28,0,0.35,1.0
