index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,institution_label,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,iig_effectiveness,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,99,9965,50,False,23,0,0.35,1.0
1,0,A,mfu_v7,0.707,0.319,0.55,0.31,iig_effectiveness,0.23,0.0,0.08755879577117164,0.35,0.61515,0.3543,0.038526315789473686,0.35,1.0,1,0.755,99,9965,50,False,23,0,0.35,1.0
2,1,A,mfu_v7,0.707,0.3970668550659729,0.55,0.30019999999999997,iig_effectiveness,0.21000000000000002,0.0,0.21550133703628274,0.35,0.6537335123126742,0.3663,0.07389473684210526,0.35,1.0,1,0.76,99,9965,50,False,23,0,0.35,1.0
3,2,A,mfu_v7,0.707,0.4334331707725914,0.55,0.3004,iig_effectiveness,0.19000000000000003,0.0,0.2334251169500547,0.35,0.6614934331062532,0.3743,0.10778947368421053,0.35,1.0,0,0.765,99,9965,50,False,23,0,0.35,1.0
4,3,A,mfu_v7,0.707,0.45563983981042516,0.55,0.3006,iig_effectiveness,0.17000000000000004,0.0,0.24687148981037388,0.35,0.6733159160954155,0.3854,0.1413684210526316,0.35,1.0,1,0.749064842115914,99,9965,50,False,23,0,0.35,1.0
5,4,A,mfu_v7,0.707,0.4836216459901896,0.55,0.3008,iig_effectiveness,0.15000000000000005,0.0,0.25440887215179236,0.35,0.6965718309703015,0.396,0.18063157894736842,0.35,1.0,2,0.7331296842318279,99,9965,50,False,23,0,0.35,1.0
6,5,A,mfu_v7,0.7065,0.502427420455302,0.55,0.301,iig_effectiveness,0.13000000000000006,0.0,0.2594165033596493,0.35,0.7086849581166572,0.4132,0.2248421052631579,0.35,1.0,2,0.6982083554475714,99,9965,50,False,23,0,0.35,1.0
7,6,A,mfu_v7,0.706,0.5185339362332599,0.55,0.30119999999999997,iig_effectiveness,0.11000000000000006,0.0,0.26439446959428137,0.35,0.7220877228303699,0.4287,0.2692631578947368,0.35,1.0,2,0.684222184547401,99,9965,50,False,23,0,0.35,1.0
8,7,A,mfu_v7,0.7046,0.5315119495521871,0.55,0.3014,iig_effectiveness,0.09000000000000005,0.0,0.2667530247483806,0.35,0.7336520988566084,0.4494,0.3156842105263158,0.35,1.0,0,0.6702360136472306,99,9965,50,False,23,0,0.35,1.0
9,8,A,mfu_v7,0.6997,0.5331935783146273,0.55,0.3016,iig_effectiveness,0.07000000000000005,0.0,0.27080489367496663,0.35,0.7357988805869773,0.4737,0.3571578947368421,0.35,1.0,0,0.6752360136472306,99,9965,50,False,23,0,0.35,1.0
10,9,A,mfu_v7,0.6923,0.5401816095534009,0.55,0.37142857142857144,iig_effectiveness,0.050000000000000044,0.0,0.2722715352065878,0.35,0.7477312261835873,0.4941,0.3993684210526316,0.35,1.0,1,0.6802360136472306,99,9965,50,False,23,0,0.35,1.0
11,10,A,mfu_v7,0.6833,0.5515698467151144,0.55,0.44871794871794873,iig_effectiveness,0.030000000000000044,0.0,0.2732202883745044,0.35,0.7616150783669302,0.5214,0.43926315789473686,0.35,1.0,1,0.6852360136472306,99,9965,50,False,23,0,0.35,1.0
12,11,A,mfu_v7,0.6729,0.5716841555399608,0.55,0.5232558139534884,iig_effectiveness,0.010000000000000044,0.0,0.27498144688093523,0.35,0.7819406121426147,0.544,0.47357894736842104,0.35,1.0,2,0.6589486260733415,99,9965,50,False,23,0,0.35,1.0
13,12,A,mfu_v7,0.6617,0.5770319485728284,0.55,0.5555555555555556,iig_effectiveness,0.0,0.0,0.27629247504327953,0.35,0.7845730058174034,0.5651,0.5025263157894737,0.35,1.0,1,0.6326612384994523,99,9965,50,False,23,0,0.35,1.0
14,13,A,mfu_v7,0.6488,0.5857781166907612,0.55,0.648936170212766,iig_effectiveness,0.0,0.0,0.27825981437059755,0.35,0.7936357924556352,0.5827,0.5328421052631579,0.35,1.0,1,0.6063738509255632,99,9965,50,False,23,0,0.35,1.0
