index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,institution_label,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,iig_effectiveness,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,98,9865,50,False,30,0,0.35,1.0
1,0,A,mfu_v7,0.7158,0.319,0.55,0.31,iig_effectiveness,0.23,0.0,0.1345560987335451,0.35,0.61515,0.3641,0.03810526315789474,0.35,1.0,0,0.755,98,9865,50,False,30,0,0.35,1.0
2,1,A,mfu_v7,0.7094,0.3848747966566869,0.55,0.3202,iig_effectiveness,0.21000000000000002,0.0,0.23534129183009866,0.35,0.6421510568238525,0.375,0.07326315789473684,0.35,1.0,0,0.76,98,9865,50,False,30,0,0.35,1.0
3,2,A,mfu_v7,0.7094,0.4501055849848529,0.55,0.3004,iig_effectiveness,0.19000000000000003,0.0,0.24766207891368477,0.35,0.6824528911398018,0.3827,0.10578947368421053,0.35,1.0,0,0.765,98,9865,50,False,30,0,0.35,1.0
4,3,A,mfu_v7,0.7094,0.46931364838693074,0.55,0.3006,iig_effectiveness,0.17000000000000004,0.0,0.24871439457413821,0.35,0.679303620273946,0.3906,0.1408421052631579,0.35,1.0,1,0.7473288542689869,98,9865,50,False,30,0,0.35,1.0
5,4,A,mfu_v7,0.7094,0.49454738825495326,0.55,0.3008,iig_effectiveness,0.15000000000000005,0.0,0.2575998405324257,0.35,0.7012082865196947,0.3976,0.17978947368421053,0.35,1.0,0,0.7296577085379737,98,9865,50,False,30,0,0.35,1.0
6,5,A,mfu_v7,0.7094,0.5099752879012365,0.55,0.301,iig_effectiveness,0.13000000000000006,0.0,0.2628498735168143,0.35,0.7112666204390943,0.4158,0.2256842105263158,0.35,1.0,0,0.7346577085379737,98,9865,50,False,30,0,0.35,1.0
7,6,A,mfu_v7,0.7094,0.5110302289717134,0.55,0.30119999999999997,iig_effectiveness,0.11000000000000006,0.0,0.2639387080613361,0.35,0.7117890966046083,0.4323,0.27157894736842103,0.35,1.0,1,0.7396577085379737,98,9865,50,False,30,0,0.35,1.0
8,7,A,mfu_v7,0.7069,0.5137865529182825,0.55,0.3014,iig_effectiveness,0.09000000000000005,0.0,0.267046935159932,0.35,0.7199645291042487,0.4536,0.316,0.35,1.0,0,0.7446577085379738,98,9865,50,False,30,0,0.35,1.0
9,8,A,mfu_v7,0.7007,0.5273402640778048,0.55,0.3076923076923077,iig_effectiveness,0.07000000000000005,0.0,0.26668334260467724,0.35,0.7376828986482358,0.4739,0.36189473684210527,0.35,1.0,2,0.7115277667433442,98,9865,50,False,30,0,0.35,1.0
10,9,A,mfu_v7,0.6909,0.5396876246531823,0.55,0.49122807017543857,iig_effectiveness,0.050000000000000044,0.0,0.2681738785939755,0.35,0.7497203325078452,0.4936,0.40589473684210525,0.35,1.0,2,0.6783978249487146,98,9865,50,False,30,0,0.35,1.0
11,10,A,mfu_v7,0.6788,0.5663798725624858,0.55,0.6031746031746031,iig_effectiveness,0.030000000000000044,0.0,0.26781497975870727,0.35,0.7758920765800248,0.5134,0.4422105263157895,0.35,1.0,2,0.6256492887424988,98,9865,50,False,30,0,0.35,1.0
12,11,A,mfu_v7,0.6662,0.5746320187333397,0.55,0.6323529411764706,iig_effectiveness,0.010000000000000044,0.0,0.2700594441659954,0.35,0.7785208713204286,0.5352,0.4771578947368421,0.35,1.0,1,0.6110306943309126,98,9865,50,False,30,0,0.35,1.0
