index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,institution_label,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,iig_effectiveness,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,23,2365,50,False,41,0,0.35,1.0
1,0,A,mfu_v7,0.7158,0.319,0.55,0.31,iig_effectiveness,0.23,0.0,0.10208269243966304,0.35,0.61515,0.364,0.037263157894736845,0.35,1.0,0,0.755,23,2365,50,False,41,0,0.35,1.0
2,1,A,mfu_v7,0.7158,0.3919368050907484,0.55,0.30019999999999997,iig_effectiveness,0.21000000000000002,0.0,0.19241435528329662,0.35,0.648859964836211,0.376,0.07105263157894737,0.35,1.0,0,0.76,23,2365,50,False,41,0,0.35,1.0
3,2,A,mfu_v7,0.7158,0.44160674292130225,0.55,0.3004,iig_effectiveness,0.19000000000000003,0.0,0.22516840967371238,0.35,0.6714129476371228,0.384,0.10442105263157894,0.35,1.0,0,0.765,23,2365,50,False,41,0,0.35,1.0
4,3,A,mfu_v7,0.7158,0.4530025218072674,0.55,0.3006,iig_effectiveness,0.17000000000000004,0.0,0.23266799205678929,0.35,0.667377563689957,0.3901,0.14042105263157895,0.35,1.0,2,0.7830748076356273,23,2365,50,False,41,0,0.35,1.0
5,4,A,mfu_v7,0.7158,0.46302124620139257,0.55,0.3008,iig_effectiveness,0.15000000000000005,0.0,0.2341027310126258,0.35,0.6781091247322706,0.3971,0.18178947368421053,0.35,1.0,2,0.816654833602063,23,2365,50,False,41,0,0.35,1.0
6,5,A,mfu_v7,0.7144,0.48242805979992326,0.55,0.301,iig_effectiveness,0.13000000000000006,0.0,0.23629557766950313,0.35,0.6983377334053422,0.4132,0.22821052631578947,0.35,1.0,2,0.8686791981554417,23,2365,50,False,41,0,0.35,1.0
7,6,A,mfu_v7,0.7113,0.4950606358327996,0.55,0.30119999999999997,iig_effectiveness,0.11000000000000006,0.0,0.23893542161532835,0.35,0.7081878189251918,0.4311,0.2752631578947368,0.35,1.0,2,0.8923102067273541,23,2365,50,False,41,0,0.35,1.0
8,7,A,mfu_v7,0.7046,0.5016933325488265,0.55,0.3333333333333333,iig_effectiveness,0.09000000000000005,0.0,0.23921137639084117,0.35,0.7151831988716093,0.446,0.3203157894736842,0.35,1.0,2,0.8844220690766962,23,2365,50,False,41,0,0.35,1.0
9,8,A,mfu_v7,0.6972,0.5230309264976949,0.55,0.37142857142857144,iig_effectiveness,0.07000000000000005,0.0,0.24034814578087668,0.35,0.738668180502303,0.4661,0.3662105263157895,0.35,1.0,2,0.8765339314260383,23,2365,50,False,41,0,0.35,1.0
10,9,A,mfu_v7,0.6891,0.5421257144979371,0.55,0.4024390243902439,iig_effectiveness,0.050000000000000044,0.0,0.24302360650851149,0.35,0.7538464396440083,0.4894,0.40757894736842104,0.35,1.0,2,0.8970391497568467,23,2365,50,False,41,0,0.35,1.0
11,10,A,mfu_v7,0.6791,0.5535942537869263,0.55,0.5,iig_effectiveness,0.030000000000000044,0.0,0.24330766768320108,0.35,0.7627217410084464,0.5122,0.444,0.35,1.0,2,0.9020391497568467,23,2365,50,False,41,0,0.35,1.0
12,11,A,mfu_v7,0.6686,0.5726427669898158,0.55,0.5252525252525253,iig_effectiveness,0.010000000000000044,0.0,0.24500660761274456,0.35,0.7820010420498158,0.5335,0.47957894736842105,0.35,1.0,0,0.9070391497568467,23,2365,50,False,41,0,0.35,1.0
13,12,A,mfu_v7,0.6578,0.5734151972456826,0.55,0.5420560747663551,iig_effectiveness,0.0,0.0,0.24653639826651544,0.35,0.7807344752476757,0.5556,0.5107368421052632,0.35,1.0,2,0.8773374226574647,23,2365,50,False,41,0,0.35,1.0
14,13,A,mfu_v7,0.6447,0.5840752082896772,0.55,0.6517857142857143,iig_effectiveness,0.0,0.0,0.24720295991211869,0.35,0.7935370650320066,0.5804,0.5407368421052632,0.35,1.0,1,0.8476356955580827,23,2365,50,False,41,0,0.35,1.0
15,14,A,mfu_v7,0.6303,0.5939285524264782,0.55,0.7217391304347827,iig_effectiveness,0.0,0.0,0.24852202064868892,0.35,0.7984205373234898,0.6052,0.5683157894736842,0.35,1.0,2,0.8427524688930175,23,2365,50,False,41,0,0.35,1.0
16,15,A,mfu_v7,0.6144,0.6004093159882427,0.55,0.7966101694915254,iig_effectiveness,0.0,0.0,0.2490824933168596,0.35,0.8004388581697097,0.6277,0.5971578947368421,0.35,1.0,2,0.8378692422279522,23,2365,50,False,41,0,0.35,1.0
17,16,A,mfu_v7,0.5971,0.6100705224779441,0.55,0.864406779661017,iig_effectiveness,0.0,0.0,0.24982566480673732,0.35,0.806895083638985,0.6472,0.6232631578947369,0.35,1.0,1,0.832986015562887,23,2365,50,False,41,0,0.35,1.0
18,17,A,mfu_v7,0.5792,0.6181070684383541,0.55,0.8916666666666667,iig_effectiveness,0.0,0.0,0.25027944937274,0.35,0.8104720955756997,0.6695,0.6476842105263158,0.35,1.0,2,0.8486192468649438,23,2365,50,False,41,0,0.35,1.0
19,18,A,mfu_v7,0.5607,0.6309706250263801,0.55,0.9256198347107438,iig_effectiveness,0.0,0.0,0.25051914080158655,0.35,0.8193171250309523,0.6959,0.6713684210526316,0.35,1.0,2,0.8642524781670007,23,2365,50,False,41,0,0.35,1.0
20,19,A,mfu_v7,0.5419,0.6494440898432956,0.55,0.943089430894309,iig_effectiveness,0.0,0.0,0.25136538630316346,0.35,0.8314642228400511,0.7185,0.6931578947368421,0.35,1.0,3,0.8830303669144269,23,2365,50,False,41,0,0.35,1.0
21,20,A,mfu_v7,0.5233,0.6682547229515181,0.55,0.928,iig_effectiveness,0.0,0.0,0.25172556171866095,0.35,0.8415754690697579,0.7444,0.7171578947368421,0.35,1.0,2,0.8911750243597963,23,2365,50,False,41,0,0.35,1.0
22,21,A,mfu_v7,0.5044,0.677062883866419,0.55,0.944,iig_effectiveness,0.0,0.0,0.2526746746800307,0.35,0.8420427560334605,0.7723,0.7401052631578947,0.35,1.0,2,0.8752112298988852,23,2365,50,False,41,0,0.35,1.0
23,22,A,mfu_v7,0.4854,0.676450658513149,0.55,0.9523809523809523,iig_effectiveness,0.0,0.0,0.2532643665979874,0.35,0.8377617143635956,0.7994,0.7627368421052632,0.35,1.0,2,0.8778700854404681,23,2365,50,False,41,0,0.35,1.0
24,23,A,mfu_v7,0.466,0.6760014025252499,0.55,0.9682539682539683,iig_effectiveness,0.0,0.0,0.2542254097214613,0.35,0.8375920558234646,0.8004,0.7824210526315789,0.35,1.0,2,0.8287796523357812,23,2365,50,False,41,0,0.35,1.0
25,24,A,mfu_v7,0.4467,0.6753119047086146,0.55,0.968503937007874,iig_effectiveness,0.0,0.0,0.2550435258107335,0.35,0.8371257204125788,0.8049,0.7998947368421052,0.35,1.0,2,0.7817414227028442,23,2365,50,False,41,0,0.35,1.0
26,25,A,mfu_v7,0.4276,0.6900015667715345,0.55,0.9538461538461539,iig_effectiveness,0.0,0.0,0.25639237119851904,0.35,0.8513704884553395,0.8,0.8187368421052632,0.35,1.0,0,0.7347031930699072,23,2365,50,False,41,0,0.35,1.0
27,26,A,mfu_v7,0.4086,0.6937205199375256,0.55,0.946969696969697,iig_effectiveness,0.0,0.0,0.2563930212974756,0.35,0.8487338358966048,0.7985,0.8378947368421052,0.35,1.0,3,0.6553781365948083,23,2365,50,False,41,0,0.35,1.0
28,27,A,mfu_v7,0.3901,0.688137638388281,0.55,0.9259259259259259,iig_effectiveness,0.0,0.0,0.2563508265539979,0.35,0.8418681380951061,0.8055,0.8516842105263158,0.35,1.0,5,0.611886645070956,23,2365,50,False,41,0,0.35,1.0
29,28,A,mfu_v7,0.3716,0.6906639008992905,0.55,0.927007299270073,iig_effectiveness,0.0,0.0,0.25634232043074967,0.35,0.8466128977312479,0.811,0.8634736842105263,0.35,1.0,4,0.5390521830348272,23,2365,50,False,41,0,0.35,1.0
30,29,A,mfu_v7,0.353,0.6978608932553932,0.55,0.9280575539568345,iig_effectiveness,0.0,0.0,0.2564121019862147,0.35,0.8523890102149214,0.8179,0.8723157894736842,0.35,1.0,3,0.5225468525601478,23,2365,50,False,41,0,0.35,1.0
31,30,A,mfu_v7,0.3344,0.6960727804920187,0.55,0.9285714285714286,iig_effectiveness,0.0,0.0,0.2563889663664988,0.35,0.8476675663001525,0.8182,0.8816842105263157,0.35,1.0,1,0.5606323970848084,23,2365,50,False,41,0,0.35,1.0
32,31,A,mfu_v7,0.3156,0.685573444193752,0.55,0.9428571428571428,iig_effectiveness,0.0,0.0,0.2564124652508047,0.35,0.8384442041774165,0.8139,0.8883157894736842,0.35,1.0,2,0.576448792380332,23,2365,50,False,41,0,0.35,1.0
33,32,A,mfu_v7,0.2964,0.6744015132944557,0.55,0.9571428571428572,iig_effectiveness,0.0,0.0,0.25641991010758947,0.35,0.832240591068357,0.8029,0.8944210526315789,0.35,1.0,1,0.5922651876758556,23,2365,50,False,41,0,0.35,1.0
34,33,A,mfu_v7,0.2773,0.6669032112291025,0.55,0.9571428571428572,iig_effectiveness,0.0,0.0,0.25643662713121035,0.35,0.8298094150839759,0.7899,0.9008421052631579,0.35,1.0,2,0.6238601377615461,23,2365,50,False,41,0,0.35,1.0
35,34,A,mfu_v7,0.2577,0.6681022546101634,0.55,0.9785714285714285,iig_effectiveness,0.0,0.0,0.25644956179641193,0.35,0.8340977931634321,0.7773,0.9045263157894737,0.35,1.0,2,0.6554550878472367,23,2365,50,False,41,0,0.35,1.0
36,35,A,mfu_v7,0.238,0.6623270777279902,0.55,0.9857142857142858,iig_effectiveness,0.0,0.0,0.25646006235098245,0.35,0.828107776905322,0.7664,0.9070526315789473,0.35,1.0,2,0.6604550878472367,23,2365,50,False,41,0,0.35,1.0
37,36,A,mfu_v7,0.2183,0.6594270470240495,0.55,0.9857142857142858,iig_effectiveness,0.0,0.0,0.25647177135863847,0.35,0.8277783220270911,0.7566,0.9092631578947369,0.35,1.0,1,0.6409201446054636,23,2365,50,False,41,0,0.35,1.0
38,37,A,mfu_v7,0.1986,0.6707932686389046,0.55,0.9857142857142858,iig_effectiveness,0.0,0.0,0.25648110752792747,0.35,0.8397942454568585,0.7414,0.9107368421052632,0.35,1.0,2,0.6037621145252321,23,2365,50,False,41,0,0.35,1.0
39,38,A,mfu_v7,0.1787,0.686717292440097,0.55,0.9928571428571429,iig_effectiveness,0.0,0.0,0.2564916122446288,0.35,0.8501482549897521,0.7115,0.9125263157894736,0.35,1.0,0,0.5666040844450005,23,2365,50,False,41,0,0.35,1.0
40,39,A,mfu_v7,0.1587,0.6825536846145216,0.55,1.0,iig_effectiveness,0.0,0.0,0.25650155847508416,0.35,0.8395047375589546,0.7014,0.9136842105263158,0.35,1.0,1,0.6071941741605774,23,2365,50,False,41,0,0.35,1.0
41,40,A,mfu_v7,0.1387,0.6877204132759737,0.55,1.0,iig_effectiveness,0.0,0.0,0.2565113266650645,0.35,0.8461618450740758,0.6815,0.9145263157894736,0.35,1.0,2,0.5889466136617972,23,2365,50,False,41,0,0.35,1.0
42,41,A,mfu_v7,0.1187,0.6895659743210737,0.55,1.0,iig_effectiveness,0.0,0.0,0.25652074177608525,0.35,0.8457451020291111,0.6742,0.9148421052631579,0.35,1.0,3,0.5706990531630171,23,2365,50,False,41,0,0.35,1.0
43,42,A,mfu_v7,0.0987,0.6928722497855113,0.55,1.0,iig_effectiveness,0.0,0.0,0.2565300599016231,0.35,0.8454496729884973,0.6744,0.9151578947368421,0.35,1.0,3,0.5673773372501467,23,2365,50,False,41,0,0.35,1.0
44,43,A,mfu_v7,0.0787,0.7083474508888483,0.55,1.0,iig_effectiveness,0.0,0.0,0.25653929430669686,0.35,0.8563286932138237,0.6746,0.9154736842105263,0.35,1.0,4,0.570309105103977,23,2365,50,False,41,0,0.35,1.0
45,44,A,mfu_v7,0.0594,0.6990567226310865,0.55,1.0,iig_effectiveness,0.0,0.0,0.25654846972823697,0.35,0.8459561027777682,0.672,0.915578947368421,0.35,1.0,3,0.6320785231721644,23,2365,50,False,41,0,0.35,1.0
46,45,A,mfu_v7,0.0414,0.6843742224134851,0.55,1.0,iig_effectiveness,0.0,0.0,0.2565575710484579,0.35,0.8360516877877544,0.6667,0.9156842105263158,0.35,1.0,5,0.6231686955131017,23,2365,50,False,41,0,0.35,1.0
47,46,A,mfu_v7,0.0248,0.7200593515356258,0.55,1.0,iig_effectiveness,0.0,0.0,0.256566602190959,0.35,0.8519821847207525,0.6612,0.9158947368421053,0.35,1.0,2,0.614258867854039,23,2365,50,False,41,0,0.35,1.0
48,47,A,mfu_v7,0.0135,0.7437118532555325,0.55,1.0,iig_effectiveness,0.0,0.0,0.25657557089883887,0.35,0.8618708326038116,0.6496,0.9163157894736842,0.35,1.0,1,0.5894738737063022,23,2365,50,False,41,0,0.35,1.0
49,48,A,mfu_v7,0.0073,0.7520669450157715,0.55,1.0,iig_effectiveness,0.0,0.0,0.25658448043701115,0.35,0.8626046193976593,0.6496,0.9163157894736842,0.35,1.0,2,0.5497630349726556,23,2365,50,False,41,0,0.35,1.0
50,49,A,mfu_v7,0.004,0.7631614946206482,0.55,1.0,iig_effectiveness,0.0,0.0,0.2565933302795094,0.35,0.8694163930620162,0.6496,0.9163157894736842,0.35,1.0,2,0.5547630349726556,23,2365,50,False,41,0,0.35,1.0
