index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,institution_label,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,iig_effectiveness,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,1,165,10,False,9,0,0.35,1.0
1,0,A,mfu_v7,0.7104,0.319,0.55,0.31,iig_effectiveness,0.23,0.0,0.016488448197699245,0.35,0.61515,0.4171,0.0007368421052631579,0.35,1.0,2,0.696145201835539,1,165,10,False,9,0,0.35,1.0
2,1,A,mfu_v7,0.7104,0.38985073071986215,0.55,0.30019999999999997,iig_effectiveness,0.21000000000000002,0.0,0.03887151540113849,0.35,0.646878194183869,0.4218,0.0014736842105263158,0.35,1.0,4,0.6751858628969658,1,165,10,False,9,0,0.35,1.0
3,2,A,mfu_v7,0.7104,0.4386128143752324,0.55,0.3004,iig_effectiveness,0.19000000000000003,0.0,0.051183388049076295,0.35,0.6694448667541286,0.4235,0.002,0.35,1.0,3,0.6542265239583926,1,165,10,False,9,0,0.35,1.0
4,3,A,mfu_v7,0.7104,0.4654722414891869,0.55,0.3006,iig_effectiveness,0.17000000000000004,0.0,0.06828590401610442,0.35,0.68048124737713,0.4316,0.0027368421052631577,0.35,1.0,2,0.6332671850198195,1,165,10,False,9,0,0.35,1.0
5,4,A,mfu_v7,0.7104,0.47472772856898365,0.55,0.3008,iig_effectiveness,0.15000000000000005,0.0,0.0769156648617833,0.35,0.6839930007150761,0.4317,0.003789473684210526,0.35,1.0,0,0.6711626442457075,1,165,10,False,9,0,0.35,1.0
6,5,A,mfu_v7,0.71,0.4764699987244286,0.55,0.301,iig_effectiveness,0.13000000000000006,0.0,0.08663469308729753,0.35,0.687760852789234,0.4366,0.004736842105263158,0.35,1.0,0,0.6761626442457075,1,165,10,False,9,0,0.35,1.0
7,6,A,mfu_v7,0.7082,0.4993534612178423,0.55,0.30119999999999997,iig_effectiveness,0.11000000000000006,0.0,0.09244809700645777,0.35,0.7147683886926901,0.4435,0.006631578947368421,0.35,1.0,1,0.6811626442457075,1,165,10,False,9,0,0.35,1.0
8,7,A,mfu_v7,0.7033,0.5118436268290266,0.55,0.3014,iig_effectiveness,0.09000000000000005,0.0,0.1036817409027523,0.35,0.7230229917760815,0.4671,0.008105263157894737,0.35,1.0,2,0.6379255400011213,1,165,10,False,9,0,0.35,1.0
9,8,A,mfu_v7,0.6963,0.5145080239234802,0.55,0.35135135135135137,iig_effectiveness,0.07000000000000005,0.0,0.1114738926825937,0.35,0.7263082994591148,0.4833,0.009789473684210527,0.35,1.0,3,0.5677548323156439,1,165,10,False,9,0,0.35,1.0
10,9,A,mfu_v7,0.6881,0.5355889071511595,0.55,0.40963855421686746,iig_effectiveness,0.050000000000000044,0.0,0.11367244729205302,0.35,0.7512160917457398,0.5087,0.010736842105263157,0.35,1.0,2,0.4870139392376777,1,165,10,False,9,0,0.35,1.0
