year,scenario,corruption_index,trust_index,grievance_index,merit_integrity,iig_effectiveness,coup_probability,ethnic_harmony,gini_coefficient,employment_rate,phd_output,knowledge_capital,brain_drain_rate,tax_compliance,shame_register_size,foreign_investors,stability_index,north_star_progress,total_ruin_events,fdi_net,inflation_rate,psych_probation_count,run_id,seed,final_year,simulation_failed
0,A,0.6506112635476886,0.21924292420654715,0.620443508016959,0.0,0.05,0.45,0.2559529668945433,0.40623381075234594,0.5774273858921162,0,0.0,0.0,0.9,0,0,0.18,0.263,0,0.0,0.12,0,96,9665,50,False
0,A,0.703122803530628,0.21347004694458327,0.9999980961912225,0.0,0.0,0.43,0.26322136129430623,0.40388234157834685,0.5853420195439739,0,0.0,0.1887,0.9992,0,0,0.48250000000000004,0.2686326612915011,0,0.0,0.11288391763793257,0,96,9665,50,False
1,A,0.7635862795173648,0.2960867902709011,1.0,0.0,0.0002,0.41,0.2693740725980383,0.39807317164096145,0.5950664744513855,0,0.0,0.1657,0.9992,0,0,0.46900000000000003,0.26736145104707343,0,0.0,0.08942253302543691,0,96,9665,50,False
2,A,0.8215953536654051,0.35391851059932544,1.0,0.0,0.0004,0.38999999999999996,0.2745762095786466,0.391248851349979,0.6007880220646178,0,0.0,0.1015,0.9992,0,0,0.4888944393524236,0.26144879875391136,0,0.0,0.0754163404482935,0,96,9665,50,False
3,A,0.8786523295025952,0.3944007148292216,1.0,0.0,0.00796196319018405,0.36999999999999994,0.2791702258010104,0.38584606481441314,0.6066210755362139,0,0.0,0.0678,0.9992,0,0,0.50522954689912,0.25379185768625934,1,0.0,0.05440801083873119,0,96,9665,50,False
4,A,0.9249576269395751,0.4227382577901492,1.0,0.0,0.0639446540880503,0.3499999999999999,0.28327552010020374,0.3779296541874344,0.6112736793469891,0,0.0,0.0489,0.9992,1,0,0.5201774166603352,0.24482985551692912,3,0.0,0.03989963169027336,0,96,9665,50,False
5,A,0.9530968491458632,0.4404333808159859,1.0,0.0,0.11960917431192661,0.3299999999999999,0.28637194009798617,0.37212963345059263,0.6140484534511657,0,0.0,0.0363,0.9949,6,0,0.5406443229928966,0.2380679543631403,11,0.0,0.02647000915376093,0,96,9665,50,False
6,A,0.9656669399214367,0.4528199669340703,1.0,0.0,0.2297426065514053,0.3099999999999999,0.28936883839065264,0.3655475910379184,0.617211131276467,0,0.0,0.025,0.9938,11,0,0.5593073636532917,0.23294985745784255,25,0.0,0.0,0,96,9665,50,False
7,A,0.9712592227287831,0.4614905772167321,1.0,0.0,0.3762129367386062,0.28999999999999987,0.2919592252632518,0.35697800040698546,0.6216621662166216,0,0.0,0.0179,0.9875,45,0,0.5854467323279832,0.2323781027724611,46,0.0,0.0,0,96,9665,50,False
8,A,0.9772478744209772,0.4675600044145944,1.0,0.0,0.49358303789174823,0.26999999999999985,0.2946069441023754,0.35283148161129924,0.624517087667162,0,0.0,0.0153,0.9718,74,0,0.616550829543202,0.2341216119033725,74,0.0,0.0,0,96,9665,50,False
