year,scenario,corruption_index,trust_index,gini_coefficient,coup_probability,iig_effectiveness,employment_rate,brain_drain_rate,ethnic_harmony,north_star_progress,stability_index,gdp_growth,shame_register_size,total_ruin_events,elite_budget_impact,elite_coup_signal,active_foreign_investors,run_id,seed
0,A,0.15445918643340661,0.22,0.55,0.45,0.05,0.58,0.35,0.32,0.1,0.18,0.02,0,0,0.07,False,0,82,8265
0,A,0.19782046666624373,0.3916366398334503,0.46154566207221026,0.0,0.0,0.6694248914718628,0.00996,0.6924214931204915,0.558401836557877,0.5403251114659787,0.052278224406997795,0,0,0.09416999999999999,False,0,82,8265
1,A,0.24360308541579673,0.36511242389678955,0.46153480277518977,0.0,0.0002,0.8196806907653809,0.0093,0.6001107431948185,0.5435967121937044,0.5676900406843022,0.05273392937929059,0,0,0.077052,False,0,82,8265
2,A,0.29362709936695236,0.31834709644317627,0.4615237024024199,0.0,0.0004,0.8101841807365417,0.0082,0.46329647675156593,0.5201632464510518,0.5538283452216597,0.0522325594097742,0,0,0.0786975,False,0,82,8265
3,A,0.33750519640224996,0.2507516145706177,0.4615122287157163,0.0,0.0006,0.7912729382514954,0.00854,0.2790211196988821,0.48796642326629436,0.5324997868576996,0.05160394999496723,0,0,0.081423,False,0,82,8265
4,A,0.3913318972431524,0.17207182943820953,0.4615002144161211,0.0,0.0008,0.7760207653045654,0.01014,0.05944587476551533,0.4519740925358023,0.5306237008994374,0.05115972182077533,0,0,0.08524050000000001,False,0,82,8265
5,A,0.43973911519778713,0.09242148697376251,0.46148756984645867,0.0,0.001,0.7519863843917847,0.01336,0.0,0.429635617957146,0.5262604639897741,0.05041704093854422,0,0,0.08976,False,0,82,8265
6,A,0.47693901010302325,0.030820151790976524,0.4614744339380814,0.0,0.0012,0.7353876829147339,0.0193,0.0,0.4171253673939927,0.5232150936061912,0.049836950845601795,0,0,0.093264,False,0,82,8265
7,A,0.5234628785042045,0.004463200457394123,0.46146095031520695,0.0,0.0014000000000000002,0.7215920090675354,0.02708,0.0,0.41234449616862623,0.5229078713917392,0.04959308535752849,0,0,0.09573449999999999,False,0,82,8265
8,A,0.584513402878799,0.0002653863048180938,0.46144730153531777,0.0,0.027048717948717948,0.7087754011154175,0.03572,0.0,0.4087527037381771,0.5201943722996185,0.049069504141721794,0,0,0.096828,False,0,82,8265
9,A,0.6028056282958416,1.5034075659059454e-05,0.4614336419644747,0.0,0.0670173913043478,0.6848254799842834,0.04622,0.0,0.40246199232476526,0.5137756346701897,0.048110124898282855,1,1,0.09698999999999999,False,0,82,8265
10,A,0.6244404434318317,1.2784018963429844e-06,0.4614199829590482,0.0,0.06932236049779204,0.6768534779548645,0.05718,0.0,0.4056694980678457,0.51798272944357,0.04843349473148001,2,2,0.09698999999999999,False,0,82,8265
11,A,0.6492892216506807,0.0,0.4614063245186848,0.0,0.17833636363636365,0.6718611717224121,0.06858,0.0,0.40809442230876064,0.5213032682625478,0.04865658686745457,3,3,0.09698999999999999,False,0,82,8265
12,A,0.6718204843466193,6.137788499671615e-09,0.46139266664330525,0.0,0.3024,0.6703845858573914,0.07952,0.0,0.4097736721139842,0.5237818659733461,0.048783260105292735,5,6,0.09698999999999999,False,0,82,8265
13,A,0.6843640721633281,0.0,0.46137900933300213,0.0,0.41752427943331705,0.6623287796974182,0.09076,0.0,0.41194620832544476,0.5268118939454609,0.048979458803168376,9,11,0.09698999999999999,False,0,82,8265
14,A,0.6951063327663399,3.207567260687938e-07,0.46136535258693523,0.0,0.44006627981947133,0.6522846817970276,0.10406,0.0,0.41632521938862904,0.5323190509093576,0.04947528774177014,15,15,0.09698999999999999,False,0,82,8265
15,A,0.7040649063705606,0.0,0.46135169640575047,0.0,0.4937407407407407,0.6588512659072876,0.1207,0.0,0.42109391743457525,0.5382627746334937,0.05002515649114046,15,18,0.09698999999999999,False,0,82,8265
16,A,0.7107309692396774,1.6637861222079664e-07,0.4613380407895036,0.0,0.5135909389842893,0.6521725654602051,0.13998,0.0,0.426251991202736,0.5446429605515941,0.050628535844825684,18,20,0.09698999999999999,False,0,82,8265
17,A,0.7044357478071289,0.0,0.46132438573796564,0.0,0.540684946236559,0.6588767170906067,0.16406,0.0,0.42834311406075676,0.5472837934354593,0.050864690514914636,21,30,0.09698999999999999,False,0,82,8265
18,A,0.6949959857913683,6.733930035807134e-07,0.4613107312519844,0.0,0.6940650590551181,0.6607859134674072,0.19448,0.0,0.429745369699934,0.5488575987935964,0.051053683708406475,31,37,0.09698999999999999,False,0,82,8265
19,A,0.6874342772693623,0.0,0.46129707733072456,0.0,0.7440498265093685,0.6612595915794373,0.23552,0.0,0.43184708354026113,0.5512175392975365,0.05133701311373911,38,46,0.09698999999999999,False,0,82,8265
20,A,0.6752022590451067,8.890908702596789e-07,0.4612834239733039,0.0,0.794342405618964,0.6656827330589294,0.28212,0.0,0.4335311647901894,0.5531079664280381,0.051564000908611886,51,56,0.09698999999999999,False,0,82,8265
21,A,0.6579963766921653,2.2141516353713087e-07,0.4612697711806131,0.0,0.8593470588235295,0.6703494191169739,0.33678,0.0,0.43625415637318005,0.5561659709841019,0.05193109798891376,59,61,0.09698999999999999,False,0,82,8265
22,A,0.6427794118984295,1.8203735407951172e-07,0.46125611895155827,0.0,0.883285787891799,0.6824690699577332,0.39822,0.0,0.4400839269088888,0.5604674415723373,0.052447410987428916,66,66,0.09698999999999999,False,0,82,8265
23,A,0.6258324337780783,1.5908717898582836e-07,0.4612424672872666,0.0,0.9198173913043478,0.6863127946853638,0.46422,0.0,0.44347116569111583,0.5642716827707712,0.05290405645353153,67,68,0.09698999999999999,False,0,82,8265
24,A,0.6083364036816272,8.789896810412756e-07,0.4612288161880824,0.0,0.9350158273381294,0.6965144276618958,0.5332,0.0,0.4472434438056699,0.568508427300859,0.05341260231378499,68,71,0.09698999999999999,False,0,82,8265
25,A,0.5903254899444502,1.316079760727007e-06,0.46121516565390364,0.0,0.9445683453237409,0.6980879902839661,0.60074,0.0,0.45113784350230396,0.5728824348249718,0.05393761972767036,71,72,0.09698999999999999,False,0,82,8265
26,A,0.5712986061882969,1.362968077955884e-06,0.461201515684595,0.0,0.9692287769784173,0.7079476118087769,0.66556,0.0,0.45514674621801054,0.577385163259266,0.054478083645127455,74,74,0.09698999999999999,False,0,82,8265
27,A,0.5541114192901135,2.4071737243502866e-06,0.4611878662796429,0.0,0.9625428571428571,0.7164517045021057,0.72568,0.0,0.45938185179986674,0.5821418841983044,0.05504902665750514,74,74,0.09698999999999999,False,0,82,8265
28,A,0.5349384869592861,3.4976255847141147e-06,0.46117421743941023,0.0,0.9670285714285716,0.723911702632904,0.77852,0.0,0.4632076317070519,0.5864386809228502,0.05556477875850017,75,76,0.09698999999999999,False,0,82,8265
29,A,0.5173194706252414,1.0612254300212953e-05,0.46116056916374903,0.0,0.9822893617021276,0.7354238033294678,0.8252,0.0,0.46747614353883626,0.5912319140055571,0.05614010321682732,76,76,0.09698999999999999,False,0,82,8265
30,A,0.49928792040509,1.1064902537327725e-05,0.46114692145251546,0.0,0.975578463689941,0.7471163272857666,0.86316,0.0,0.47139790970358764,0.5956366680890682,0.05666881018960526,76,76,0.09698999999999999,False,0,82,8265
31,A,0.4801777865513883,1.8590693798614666e-05,0.4611332743061167,0.0,0.9731014084507041,0.7492486834526062,0.89444,0.0,0.4754125255687346,0.6001445556441061,0.05720989317332215,76,77,0.09698999999999999,False,0,82,8265
32,A,0.4629449421183113,3.0199527827790007e-05,0.4611196277237717,0.0,0.973532867132867,0.7607822418212891,0.9204,0.0,0.47966773868812007,0.6049220891075315,0.05778333366039719,77,77,0.09698999999999999,False,0,82,8265
33,A,0.44390528796437473,4.6645636757602915e-05,0.461105981705936,0.0,0.9807258741258741,0.7690978646278381,0.94048,0.0,0.48350598044197035,0.6092303002158008,0.05830045545921295,77,78,0.09698999999999999,False,0,82,8265
34,A,0.42482910099345095,9.421966387890279e-05,0.4610923362528061,0.0,0.9949118881118881,0.7779334783554077,0.95642,0.0,0.4877509064857362,0.613990213754285,0.058871781544009405,79,79,0.09698999999999999,False,0,82,8265
35,A,0.4057843887972914,0.0001397786836605519,0.4610786913638707,0.0,1.0,0.7862297296524048,0.9687,0.0,0.492003658769526,0.6187592604970158,0.05944420360766842,79,79,0.09698999999999999,False,0,82,8265
36,A,0.3870358385770993,0.0002405022387392819,0.4610650470393105,0.0,1.0,0.7986946105957031,0.97704,0.0,0.49625768253555635,0.6235204385460558,0.060015681422442554,79,79,0.09698999999999999,False,0,82,8265
37,A,0.3687431002017771,0.0003497396828606725,0.46105140327773286,0.0,1.0,0.8048225045204163,0.98402,0.0,0.5004470872847593,0.6282075761011038,0.06057827437229391,79,79,0.09698999999999999,False,0,82,8265
38,A,0.35045086612006926,0.0005123234004713595,0.4610377600805655,0.0,1.0,0.8062906265258789,0.98938,0.0,0.5045430757788386,0.6327807606949343,0.061127192961169356,79,79,0.09698999999999999,False,0,82,8265
39,A,0.33221815928244564,0.0008097022073343396,0.4610241190458573,0.0,1.0,0.8149973154067993,0.99288,0.0,0.5086591711104975,0.6373538192153613,0.061676096415592276,79,79,0.0969495,False,0,82,8265
40,A,0.3148705285273076,0.0012522399192675948,0.4610104785750928,0.0,1.0,0.8291246891021729,0.9952,0.0,0.5127837953934956,0.6419119959247672,0.062223214031068064,79,79,0.0969495,False,0,82,8265
41,A,0.2983613265596377,0.001799818011932075,0.46099683866827745,0.0,1.0,0.8373715281486511,0.99658,0.0,0.5167272462446258,0.6462489036135517,0.06274377935842984,79,79,0.0969495,False,0,82,8265
42,A,0.2820455370859536,0.0025851044338196516,0.4609832133415175,0.0,1.0,0.8491697311401367,0.99792,0.0,0.5205198014776926,0.6503762041054691,0.06323919181652808,79,79,0.096909,False,0,82,8265
43,A,0.2659888170518567,0.0036425970029085875,0.4609695885780698,0.0,1.0,0.8502148389816284,0.9987,0.0,0.5243101531872462,0.6544551514738902,0.0637288017540062,79,79,0.0968685,False,0,82,8265
44,A,0.2507216182342601,0.005260679870843887,0.46095596009086104,0.0,1.0,0.854059100151062,0.99928,0.0,0.5281269508594697,0.6584693314824145,0.0642106396026636,79,79,0.096828,False,0,82,8265
45,A,0.23598477612899701,0.007534338161349297,0.4609423461810944,0.0,1.0,0.8607594966888428,0.9997,0.0,0.5318664149445915,0.6622861311868136,0.06466879185206359,79,79,0.0967875,False,0,82,8265
46,A,0.2215540224648906,0.010428251698613167,0.46092874844529774,0.0,1.0,0.58,0.99986,0.0,0.535580911221505,0.6659703417131294,0.06511103325431915,79,79,0.096666,False,0,82,8265
47,A,0.2074138688838856,0.014461757615208626,0.46091516928910115,0.0,1.0,0.58,0.99994,0.0,0.5393982396978961,0.669578030129156,0.06554409184160032,79,79,0.096585,False,0,82,8265
48,A,0.19350651496772323,0.02014106884598732,0.46090160630328736,0.0,1.0,0.58,1.0,0.0,0.5433977786965395,0.6731130685244072,0.06596843224059243,79,79,0.096423,False,0,82,8265
49,A,0.17989792150803793,0.02783084474503994,0.4608880871014083,0.0,1.0,0.58,1.0,0.0,0.547647084970325,0.6765899070034478,0.06638578848793543,79,79,0.09618,False,0,82,8265
