year,scenario,corruption_index,trust_index,gini_coefficient,coup_probability,iig_effectiveness,employment_rate,brain_drain_rate,ethnic_harmony,north_star_progress,stability_index,gdp_growth,shame_register_size,total_ruin_events,elite_budget_impact,elite_coup_signal,active_foreign_investors,run_id,seed
0,A,0.16933992197083272,0.22,0.55,0.45,0.05,0.58,0.35,0.32,0.1,0.18,0.02,0,0,0.07,False,0,6,665
0,A,0.21035756970423064,0.38365063071250916,0.3608495494142827,0.0,0.0,0.6612280607223511,0.00962,0.677530306391418,0.5624734641255439,0.5366049275816223,0.05183180234087501,0,0,0.09416999999999999,False,0,6,665
1,A,0.25403404603573626,0.34363430738449097,0.36083731209650893,0.0,0.0002,0.8111203908920288,0.00916,0.5605322886258364,0.5444526137468119,0.5603439904563836,0.05336477741473026,0,0,0.06837,False,0,6,665
2,A,0.3104864836937096,0.28474199771881104,0.36082466354793064,0.0,0.0004,0.8044976592063904,0.0086,0.40179192274808884,0.5174762725696519,0.5424299311551033,0.05292660549796282,0,0,0.07069199999999999,False,0,6,665
3,A,0.3626513284968125,0.2046806663274765,0.36081142474278227,0.0,0.0006,0.7916802763938904,0.00892,0.1913784872740507,0.4793656279633386,0.5282849407760103,0.0521051588537094,0,0,0.0740355,False,0,6,665
4,A,0.4077322712490621,0.11843403428792953,0.36079737271808154,0.0,0.0008,0.7709831595420837,0.01114,0.0,0.44321436159526956,0.5243371678757969,0.05141234589766779,0,0,0.0785415,False,0,6,665
5,A,0.4560933511902768,0.04758652672171593,0.36078249036982224,0.0,0.001,0.7515752911567688,0.01512,0.0,0.43008706996342305,0.5221603704882967,0.05093205813534732,0,0,0.083211,False,0,6,665
6,A,0.5020946073488415,0.007933677174150944,0.360767087991005,0.0,0.0012,0.7353183031082153,0.02126,0.0,0.42087960138392233,0.5191265346080689,0.050353374560593474,0,0,0.08604599999999998,False,0,6,665
7,A,0.5428957071995658,0.0003392258076928556,0.36075141136961,0.0,0.0114,0.7187326550483704,0.02924,0.0,0.4169550385731392,0.5166189720802847,0.0498454908996247,0,0,0.087666,False,0,6,665
8,A,0.5972973272398555,1.1455575986474287e-05,0.36073567461584877,0.0,0.03618064516129032,0.7063668966293335,0.03776,0.0,0.41521729397817336,0.5153361651257782,0.049493614670316925,0,0,0.08799,False,0,6,665
9,A,0.6206107156656749,9.325933660875307e-07,0.3607199389080873,0.0,0.04788722548716363,0.6876268982887268,0.04908,0.0,0.410442161439621,0.5105796535799256,0.04873372343664585,0,0,0.08799,False,0,6,665
10,A,0.6406458011028735,8.510029374519945e-07,0.36070420501224376,0.0,0.11572549019607842,0.6738507151603699,0.06046,0.0,0.41253473258581724,0.5135314576011116,0.04890647914094888,0,1,0.08799,False,0,6,665
11,A,0.6526039759709383,0.0,0.360688472207803,0.0,0.24348529698149954,0.66571044921875,0.07216,0.0,0.41531588379264295,0.5172519288447873,0.049177583916791355,2,3,0.08799,False,0,6,665
