index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,C,2008_myanmar_military,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
1,0,C,2008_myanmar_military,0.23767038117200948,0.279,0.55,0.0,0.23,0.0,0.0218888754550365,0.35,0.61515,0.446,0.0014736842105263158,0.35,0.44999999999999996,2,0.7311804986666112,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
2,1,C,2008_myanmar_military,0.2858934853772274,0.06035341408226806,0.55,0.0,0.21000000000000002,0.0,0.05290700432138666,0.35,0.33865574337815463,0.4652,0.0023157894736842107,0.36,0.45999999999999996,2,0.7123609973332223,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
3,2,C,2008_myanmar_military,0.3419714798680164,0.0,0.55,0.0,0.19000000000000003,0.0,0.06712580058090505,0.35,0.30664580762562016,0.483,0.003789473684210526,0.37,0.47,1,0.6935414959998335,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
4,3,C,2008_myanmar_military,0.3966938781519656,0.0,0.55,0.0,0.17000000000000004,0.0,0.09293382212340046,0.35,0.3132279968595709,0.4986,0.006105263157894737,0.38,0.48,0,0.6985414959998335,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
5,4,C,2008_myanmar_military,0.44135907437658434,0.0,0.55,0.0,0.15000000000000005,0.0,0.10328238691395898,0.35,0.32360175305505606,0.4985,0.00831578947368421,0.39,0.49,0,0.7035414959998335,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
6,5,C,2008_myanmar_military,0.4579786908793267,0.0,0.55,0.0,0.13000000000000006,0.0,0.11275331836561231,0.35,0.3220784289376407,0.5255,0.00968421052631579,0.4,0.5,2,0.6794779804489819,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
7,6,C,2008_myanmar_military,0.47284657220139,0.0,0.55,0.0,0.16000000000000006,0.0,0.11983353835257615,0.35,0.3105418686590522,0.5327,0.010526315789473684,0.41000000000000003,0.51,1,0.6554144648981303,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
8,7,C,2008_myanmar_military,0.4901046976052488,0.0,0.55,0.0,0.14000000000000007,0.0,0.13816753100742266,0.35,0.31457726069602604,0.5361,0.01136842105263158,0.42000000000000004,0.52,1,0.6604144648981303,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
9,8,C,2008_myanmar_military,0.5008979093820397,0.0,0.55,0.2,0.12000000000000006,0.0,0.1444752257623704,0.35,0.32498326231126573,0.5576,0.012421052631578947,0.43000000000000005,0.53,2,0.632752412752092,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
10,9,C,2008_myanmar_military,0.5232283046377004,0.0,0.55,0.09090909090909091,0.10000000000000006,0.0,0.15405979578288692,0.35,0.33661504729640085,0.553,0.013473684210526317,0.44000000000000006,0.54,3,0.5742463424720374,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
11,10,C,2008_myanmar_military,0.5416852595875079,0.0,0.55,0.05,0.08000000000000006,0.0,0.16208473215573235,0.35,0.34298195942538684,0.5647,0.014105263157894737,0.45000000000000007,0.55,1,0.5157402721919828,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
12,11,C,2008_myanmar_military,0.5575435501478124,0.0,0.55,0.07142857142857142,0.06000000000000005,0.0,0.16952201971866077,0.35,0.33968404393821555,0.5894,0.014842105263157894,0.4600000000000001,0.56,1,0.4644113843425702,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
13,12,C,2008_myanmar_military,0.5765791799687564,0.0,0.55,0.05128205128205128,0.04000000000000005,0.0,0.1746262644436425,0.35,0.34720408400436364,0.5958,0.015368421052631578,0.4700000000000001,0.5700000000000001,1,0.4439265146271739,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
14,13,C,2008_myanmar_military,0.5857607163070542,0.0,0.55,0.13636363636363635,0.02000000000000005,0.0,0.18638805048552826,0.35,0.3649925276459871,0.6026,0.015894736842105264,0.4800000000000001,0.5800000000000001,1,0.4362114318888588,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
15,14,C,2008_myanmar_military,0.5918518915392657,0.0,0.55,0.26,4.85722573273506e-17,0.0,0.18778458327152,0.35,0.36004275599683166,0.6053,0.016421052631578947,0.4900000000000001,0.5900000000000001,3,0.42574981740452394,19,1967,50,False,34,28,0.6300000000000002,0.6488000000000003
