index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,C,2008_myanmar_military,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
1,0,C,2008_myanmar_military,0.21637204044326241,0.279,0.55,0.0,0.23,0.0,0.01645060772323222,0.35,0.61515,0.4424,0.0010526315789473684,0.35,0.44999999999999996,2,0.6979282031094716,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
2,1,C,2008_myanmar_military,0.25971252100688114,0.06744936209296752,0.55,0.0,0.21000000000000002,0.0,0.026160145891814677,0.35,0.34539689398831913,0.4579,0.0024210526315789475,0.36,0.45999999999999996,4,0.6222132460062414,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
3,2,C,2008_myanmar_military,0.3156589380731009,0.0,0.55,0.0,0.19000000000000003,0.0,0.049845658883046644,0.35,0.3106726885857653,0.4663,0.003473684210526316,0.37,0.47,1,0.5464982889030111,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
4,3,C,2008_myanmar_military,0.36166043407216775,0.0,0.55,0.0,0.17000000000000004,0.0,0.0684638838518046,0.35,0.3150523396928253,0.4709,0.0070526315789473685,0.38,0.48,0,0.5514982889030111,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
5,4,C,2008_myanmar_military,0.40696127925517495,0.0,0.55,0.0,0.15000000000000005,0.0,0.08228449558639402,0.35,0.3228258760590695,0.4775,0.008105263157894737,0.39,0.49,0,0.5564982889030111,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
6,5,C,2008_myanmar_military,0.4279079595504218,0.0,0.55,0.0,0.13000000000000006,0.0,0.09668846775413067,0.35,0.3197346360056861,0.492,0.01,0.4,0.5,0,0.5614982889030111,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
7,6,C,2008_myanmar_military,0.44817766087950583,0.0,0.55,0.0,0.11000000000000006,0.0,0.10606730832212076,0.35,0.33715163310256496,0.5204,0.01168421052631579,0.41000000000000003,0.51,0,0.5664982889030111,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
8,7,C,2008_myanmar_military,0.4735349614885556,0.0,0.55,0.0,0.09000000000000005,0.0,0.10943144080796519,0.35,0.33441803127270975,0.5317,0.01263157894736842,0.42000000000000004,0.52,2,0.5332157606200268,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
9,8,C,2008_myanmar_military,0.5014046488565335,0.0,0.55,0.0,0.07000000000000005,0.0,0.12413976011968766,0.35,0.339514819778932,0.5539,0.01368421052631579,0.43000000000000005,0.53,2,0.49993323233704257,2,267,50,False,21,28,0.6300000000000002,0.6488000000000003
