index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,C,2008_myanmar_military,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
1,0,C,2008_myanmar_military,0.20904239060720875,0.279,0.55,0.0,0.23,0.0,0.006346459644987241,0.35,0.61515,0.4434,0.0006315789473684211,0.35,0.44999999999999996,1,0.755,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
2,1,C,2008_myanmar_military,0.24560432164695375,0.06567116863449983,0.55,0.0,0.21000000000000002,0.0,0.026672271258233404,0.35,0.3437076102027748,0.4685,0.0024210526315789475,0.36,0.45999999999999996,2,0.781792452482065,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
3,2,C,2008_myanmar_military,0.293796819269628,0.0,0.55,0.0,0.19000000000000003,0.0,0.051748993676326474,0.35,0.29901964493423855,0.4854,0.004210526315789474,0.37,0.47,2,0.8085849049641299,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
4,3,C,2008_myanmar_military,0.3374565628175629,0.0,0.55,0.0,0.17000000000000004,0.0,0.07258630248233823,0.35,0.31161348480144685,0.4888,0.005789473684210527,0.38,0.48,5,0.814835056961689,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
5,4,C,2008_myanmar_military,0.38355726041932525,0.0,0.55,0.0,0.15000000000000005,0.0,0.09396269133829488,0.35,0.31251658880710703,0.4896,0.007684210526315789,0.39,0.49,5,0.8210852089592481,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
6,5,C,2008_myanmar_military,0.39654494295803183,0.0,0.55,0.0,0.13000000000000006,0.0,0.10831619341434219,0.35,0.3236946433032593,0.5156,0.009157894736842104,0.4,0.5,1,0.7878374192557092,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
7,6,C,2008_myanmar_military,0.4121269382271455,0.0,0.55,0.0,0.11000000000000006,0.0,0.12429005492170267,0.35,0.3368397807724221,0.5279,0.010736842105263157,0.41000000000000003,0.51,2,0.8149400689148234,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
8,7,C,2008_myanmar_military,0.4292708501811575,0.0,0.55,0.0,0.09000000000000005,0.0,0.1395264095204947,0.35,0.3326205485664178,0.5418,0.011263157894736841,0.42000000000000004,0.52,2,0.8420427185739376,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
9,8,C,2008_myanmar_military,0.4437531816989178,0.0,0.55,0.3,0.07000000000000005,0.0,0.15283487925645062,0.35,0.3396260837869253,0.5606,0.012,0.43000000000000005,0.53,1,0.8691453682330519,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
10,9,C,2008_myanmar_military,0.4549980155959928,0.0,0.55,0.25,0.050000000000000044,0.0,0.16570897224479625,0.35,0.35130965270578524,0.5612,0.012947368421052631,0.44000000000000006,0.54,1,0.8741453682330519,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
11,10,C,2008_myanmar_military,0.468385625723044,0.0,0.55,0.23529411764705882,0.030000000000000044,0.0,0.1722139946316158,0.35,0.36427500197431395,0.5709,0.014,0.45000000000000007,0.55,1,0.8791453682330519,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
12,11,C,2008_myanmar_military,0.4799722234298578,0.0,0.55,0.3181818181818182,0.010000000000000044,0.0,0.1815089559236414,0.35,0.368492630409951,0.585,0.015052631578947368,0.4600000000000001,0.56,1,0.8841453682330519,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
13,12,C,2008_myanmar_military,0.4885882206881864,0.0,0.55,0.32,0.0,0.0,0.19196280532627064,0.35,0.3690893960289096,0.5951,0.015578947368421053,0.4700000000000001,0.5700000000000001,1,0.8891453682330519,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
14,13,C,2008_myanmar_military,0.49809818944522155,0.0,0.55,0.3548387096774194,0.0,0.0,0.19875453162254095,0.35,0.3659693948645084,0.6025,0.016210526315789474,0.4800000000000001,0.5800000000000001,1,0.8719192050163207,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
15,14,C,2008_myanmar_military,0.5010911573829238,0.0,0.55,0.37142857142857144,0.0,0.0,0.20536163221647694,0.35,0.3730883961132103,0.6061,0.01694736842105263,0.4900000000000001,0.5900000000000001,3,0.9180300499185834,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
16,15,C,2008_myanmar_military,0.5109018650957434,0.0,0.55,0.5,0.0,0.0,0.21011859447128456,0.35,0.36493061967668305,0.6295,0.01757894736842105,0.5000000000000001,0.6000000000000001,3,0.9302529133276831,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
17,16,C,2008_myanmar_military,0.5165194103558793,0.0,0.55,0.4883720930232558,0.0,0.0,0.21510018538913048,0.35,0.3735745748341389,0.6274,0.018842105263157896,0.5100000000000001,0.6100000000000001,4,0.964701939953514,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
18,17,C,2008_myanmar_military,0.5218899645256626,0.0,0.55,0.6304347826086957,0.0,0.0,0.21988974855183027,0.35,0.3770730437725128,0.6244,0.01936842105263158,0.5200000000000001,0.6200000000000001,2,0.966112018506837,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
19,18,C,2008_myanmar_military,0.5296091040329053,0.0,0.55,0.6666666666666666,0.0,0.0,0.2234094625815073,0.35,0.3751295560729022,0.6418,0.01968421052631579,0.5300000000000001,0.6300000000000001,2,0.9923082698927319,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
20,19,C,2008_myanmar_military,0.5345385351158501,0.0,0.55,0.7307692307692307,0.0,0.0,0.22527161352206967,0.35,0.367351152093434,0.6667,0.020421052631578947,0.5400000000000001,0.6400000000000001,1,1.0,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
21,20,C,2008_myanmar_military,0.5373023660773206,0.0,0.55,0.7636363636363637,0.0,0.0,0.22990686635774416,0.35,0.36872461324675854,0.6611,0.02157894736842105,0.5500000000000002,0.6500000000000001,2,1.0,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
22,21,C,2008_myanmar_military,0.5383950682270873,0.0,0.55,0.7368421052631579,0.0,0.0,0.2311948345626975,0.35,0.37406879726842507,0.6628,0.022421052631578946,0.5600000000000002,0.6600000000000001,1,1.0,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
23,22,C,2008_myanmar_military,0.5401014554491044,0.0,0.55,0.75,0.0,0.0,0.23133435186685802,0.35,0.37272113333066603,0.6606,0.022947368421052633,0.5700000000000002,0.6700000000000002,1,1.0,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
24,23,C,2008_myanmar_military,0.5419114794605121,0.0,0.55,0.7903225806451613,0.0,0.0,0.23179493285336197,0.35,0.3758441615048902,0.6626,0.02305263157894737,0.5800000000000002,0.6800000000000002,3,0.9873966494901739,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
25,24,C,2008_myanmar_military,0.5419114794605122,0.0,0.55,0.8412698412698413,0.0,0.0,0.23203831553145854,0.35,0.3643986598569287,0.6519,0.023578947368421053,0.5900000000000002,0.6900000000000002,1,0.9873966494901739,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
26,25,C,2008_myanmar_military,0.543553857330684,0.0,0.55,0.875,0.0,0.0,0.23231131745834288,0.35,0.3789814535257112,0.6494,0.023894736842105264,0.6000000000000002,0.7000000000000002,1,1.0,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
27,26,C,2008_myanmar_military,0.5456751109325803,0.0,0.55,0.8484848484848485,0.030000000000000002,0.0,0.23251635219882072,0.35,0.36417369557113044,0.6513,0.024105263157894737,0.6100000000000002,0.7100000000000002,1,1.0,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
28,27,C,2008_myanmar_military,0.54567511093258,0.0,0.55,0.8939393939393939,0.010000000000000002,0.0,0.23274632762354272,0.35,0.3697633767019188,0.649,0.024210526315789474,0.6200000000000002,0.7200000000000002,2,1.0,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
29,28,C,2008_myanmar_military,0.5456751109325803,0.0,0.55,0.9393939393939394,0.0,0.0,0.2327507613356679,0.35,0.3692941566700499,0.6507,0.024421052631578948,0.6300000000000002,0.7300000000000002,2,0.9666658653705483,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
30,29,C,2008_myanmar_military,0.5461784959154447,0.0,0.55,0.9402985074626866,0.0,0.0,0.23275245642906545,0.35,0.37845121364645,0.6503,0.02463157894736842,0.6400000000000002,0.7400000000000002,5,0.8387839530046798,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
31,30,C,2008_myanmar_military,0.5461784959154447,0.0,0.55,0.9552238805970149,0.0,0.0,0.23278073106293923,0.35,0.36694594513325884,0.65,0.02494736842105263,0.6400000000000002,0.7400000000000002,2,0.7109020406388112,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
32,31,C,2008_myanmar_military,0.5461784959154449,0.0,0.55,0.9701492537313433,0.0,0.0,0.23276439807839536,0.35,0.37541142575115194,0.6496,0.02526315789473684,0.6400000000000002,0.7400000000000002,2,0.6286224186077276,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
33,32,C,2008_myanmar_military,0.5461784959154449,0.0,0.55,0.9850746268656716,0.0,0.0,0.23276414645950777,0.35,0.37745338567232045,0.6343,0.025578947368421052,0.6400000000000002,0.7400000000000002,1,0.5761063938873061,0,67,50,False,38,29,0.6400000000000002,0.6530000000000002
