index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,C,2008_myanmar_military,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
1,0,C,2008_myanmar_military,0.21634299318158642,0.279,0.55,0.0,0.23,0.0,0.009446684562915676,0.35,0.61515,0.4569,0.0012631578947368421,0.35,0.44999999999999996,1,0.755,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
2,1,C,2008_myanmar_military,0.27106650424561884,0.06452548986708949,0.55,0.0,0.21000000000000002,0.0,0.04961378462929635,0.35,0.34261921537373496,0.4662,0.0023157894736842107,0.36,0.45999999999999996,1,0.76,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
3,2,C,2008_myanmar_military,0.3106901414812549,0.0,0.55,0.0,0.19000000000000003,0.0,0.06570773113742258,0.35,0.31344365635656346,0.4679,0.00431578947368421,0.37,0.47,2,0.7461382148467672,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
4,3,C,2008_myanmar_military,0.363656837239456,0.0,0.55,0.0,0.17000000000000004,0.0,0.07629216101122228,0.35,0.31498955117162886,0.4813,0.006736842105263158,0.38,0.48,2,0.7656630917902548,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
5,4,C,2008_myanmar_military,0.4102782284800594,0.0,0.55,0.0,0.15000000000000005,0.0,0.09257252113626054,0.35,0.3152495346086111,0.4862,0.008736842105263157,0.39,0.49,2,0.7674479776062815,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
6,5,C,2008_myanmar_military,0.4315243580032448,0.0,0.55,0.0,0.13000000000000006,0.0,0.10585859567454056,0.35,0.32042325742438227,0.5048,0.010105263157894737,0.4,0.5,1,0.7880946485755409,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
7,6,C,2008_myanmar_military,0.4504581366101564,0.0,0.55,0.0,0.11000000000000006,0.0,0.12262081252277587,0.35,0.32486858895918197,0.5185,0.01136842105263158,0.41000000000000003,0.51,0,0.8264813106722613,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
8,7,C,2008_myanmar_military,0.4771144081237599,0.0,0.55,0.0,0.09000000000000005,0.0,0.13270530200141045,0.35,0.33841320110965917,0.5294,0.012,0.42000000000000004,0.52,0,0.8314813106722613,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
9,8,C,2008_myanmar_military,0.49450995937178827,0.0,0.55,0.0,0.07000000000000005,0.0,0.1422495653188638,0.35,0.3404000465707012,0.5491,0.013263157894736841,0.43000000000000005,0.53,0,0.8364813106722613,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
10,9,C,2008_myanmar_military,0.517075333901101,0.0,0.55,0.16666666666666666,0.050000000000000044,0.0,0.15019387656278452,0.35,0.34134101582823695,0.5564,0.014,0.44000000000000006,0.54,0,0.8414813106722613,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
11,10,C,2008_myanmar_military,0.5439694587049952,0.0,0.55,0.1,0.030000000000000044,0.0,0.16252469976565184,0.35,0.3550741049101,0.5814,0.014526315789473684,0.45000000000000007,0.55,0,0.8464813106722613,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
12,11,C,2008_myanmar_military,0.5588580081373576,0.0,0.55,0.13333333333333333,0.010000000000000044,0.0,0.1666546408233585,0.35,0.36010094151887423,0.6008,0.015052631578947368,0.4600000000000001,0.56,1,0.8707332876207724,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
13,12,C,2008_myanmar_military,0.5804421461619744,0.0,0.55,0.15,0.0,0.0,0.17239820100252823,0.35,0.37603507679652687,0.6102,0.01568421052631579,0.4700000000000001,0.5700000000000001,2,0.8949852645692835,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
14,13,C,2008_myanmar_military,0.5983089988673997,0.0,0.55,0.15384615384615385,0.0,0.0,0.1790458309085143,0.35,0.3712912853412661,0.618,0.01568421052631579,0.4800000000000001,0.5800000000000001,2,0.9192372415177946,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
15,14,C,2008_myanmar_military,0.6070786156387417,0.0,0.55,0.26666666666666666,0.0,0.0,0.18918037767975568,0.35,0.36937766891869606,0.6222,0.016421052631578947,0.4900000000000001,0.5900000000000001,1,0.9434892184663057,15,1567,50,False,32,29,0.6400000000000002,0.6530000000000002
