index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,C,2008_myanmar_military,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,6,667,50,False,32,30,0.6500000000000002,0.657
1,0,C,2008_myanmar_military,0.2233547968181948,0.279,0.55,0.0,0.23,0.0,0.015397877366599382,0.35,0.61515,0.4604,0.0007368421052631579,0.35,0.44999999999999996,0,0.755,6,667,50,False,32,30,0.6500000000000002,0.657
2,1,C,2008_myanmar_military,0.27543835246576104,0.07087731505926657,0.55,0.0,0.21000000000000002,0.0,0.0316193190791837,0.35,0.3486534493063032,0.4648,0.002,0.36,0.45999999999999996,2,0.7319426261542377,6,667,50,False,32,30,0.6500000000000002,0.657
3,2,C,2008_myanmar_military,0.32454897854390885,0.0,0.55,0.0,0.19000000000000003,0.0,0.054611284994957536,0.35,0.310982887296447,0.4743,0.0038947368421052633,0.37,0.47,1,0.7088852523084753,6,667,50,False,32,30,0.6500000000000002,0.657
4,3,C,2008_myanmar_military,0.3786535331441885,0.0,0.55,0.0,0.17000000000000004,0.0,0.07017251465631294,0.35,0.30398279971007997,0.4913,0.006210526315789474,0.38,0.48,1,0.7138852523084753,6,667,50,False,32,30,0.6500000000000002,0.657
5,4,C,2008_myanmar_military,0.42332675413411824,0.0,0.55,0.0,0.15000000000000005,0.0,0.08768609179489201,0.35,0.32040625682746027,0.4939,0.007789473684210527,0.39,0.49,0,0.7188852523084753,6,667,50,False,32,30,0.6500000000000002,0.657
6,5,C,2008_myanmar_military,0.4444940401975808,0.0,0.55,0.0,0.13000000000000006,0.0,0.09885046336543857,0.35,0.31886526624161604,0.4984,0.008842105263157894,0.4,0.5,0,0.7238852523084753,6,667,50,False,32,30,0.6500000000000002,0.657
7,6,C,2008_myanmar_military,0.46644768347534793,0.0,0.55,0.0,0.11000000000000006,0.0,0.11377215428753427,0.35,0.3301604005811621,0.5201,0.010421052631578947,0.41000000000000003,0.51,2,0.6610847386440787,6,667,50,False,32,30,0.6500000000000002,0.657
8,7,C,2008_myanmar_military,0.48479006022445326,0.0,0.55,0.0,0.09000000000000005,0.0,0.1248049694259451,0.35,0.3406748648329016,0.542,0.011578947368421053,0.42000000000000004,0.52,4,0.598284224979682,6,667,50,False,32,30,0.6500000000000002,0.657
9,8,C,2008_myanmar_military,0.5053422969068443,0.0,0.55,0.0,0.07000000000000005,0.0,0.13058477747032798,0.35,0.34439734024279767,0.537,0.012947368421052631,0.43000000000000005,0.53,3,0.5549973985868013,6,667,50,False,32,30,0.6500000000000002,0.657
