index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,16,1665,50,False,29,0,0.35,1.0
1,0,A,mfu_v7,0.21743919717855445,0.319,0.55,0.0,0.23,0.0,0.008625058941271652,0.35,0.61515,0.4703,0.0008421052631578948,0.35,1.0,0,0.755,16,1665,50,False,29,0,0.35,1.0
2,1,A,mfu_v7,0.27078885161123656,0.37888664932100163,0.55,0.0,0.21000000000000002,0.0,0.046957556990300985,0.35,0.6364623168549515,0.4713,0.0017894736842105263,0.35,1.0,0,0.76,16,1665,50,False,29,0,0.35,1.0
3,2,A,mfu_v7,0.32272973057524157,0.42495874024056457,0.55,0.0,0.19000000000000003,0.0,0.060844417195410824,0.35,0.6610784105137157,0.4779,0.002842105263157895,0.35,1.0,0,0.765,16,1665,50,False,29,0,0.35,1.0
4,3,A,mfu_v7,0.37439203106892244,0.4478893810642109,0.55,0.0,0.17000000000000004,0.0,0.08664695581743923,0.35,0.6695122411099632,0.4973,0.003789473684210526,0.35,1.0,0,0.77,16,1665,50,False,29,0,0.35,1.0
5,4,A,mfu_v7,0.4238584759695076,0.4711411669774752,0.55,0.0,0.15000000000000005,0.0,0.10033426001662542,0.35,0.6879705685816329,0.5014,0.0046315789473684215,0.35,1.0,0,0.775,16,1665,50,False,29,0,0.35,1.0
6,5,A,mfu_v7,0.4433097192661845,0.48362365909392585,0.55,0.0,0.13000000000000006,0.0,0.10768835677356674,0.35,0.69606318600869,0.5158,0.005578947368421052,0.35,1.0,2,0.7682260892762036,16,1665,50,False,29,0,0.35,1.0
7,6,A,mfu_v7,0.4657686305140722,0.48440273728714994,0.55,0.0,0.11000000000000006,0.0,0.11766229842802496,0.35,0.6975606636033436,0.5254,0.006631578947368421,0.35,1.0,2,0.7614521785524072,16,1665,50,False,29,0,0.35,1.0
8,7,A,mfu_v7,0.4787595455542812,0.4859199440079413,0.55,0.0,0.09000000000000005,0.0,0.13097441441501964,0.35,0.7046747971469411,0.5375,0.007789473684210527,0.35,1.0,2,0.7958195097034364,16,1665,50,False,29,0,0.35,1.0
9,8,A,mfu_v7,0.4926594020089342,0.48170041473561104,0.55,0.06666666666666667,0.07000000000000005,0.0,0.1440917290447297,0.35,0.7060290175154951,0.5556,0.009263157894736843,0.35,1.0,3,0.7959482242560171,16,1665,50,False,29,0,0.35,1.0
