index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,17,1765,50,False,21,0,0.35,1.0
1,0,A,mfu_v7,0.20718132776943585,0.319,0.55,0.0,0.23,0.0,0.0011387424870419724,0.35,0.61515,0.4019,0.0010526315789473684,0.35,1.0,0,0.755,17,1765,50,False,21,0,0.35,1.0
2,1,A,mfu_v7,0.2556450051319249,0.3817236532245771,0.55,0.0,0.21000000000000002,0.0,0.02653541659414895,0.35,0.6391574705633483,0.4109,0.0017894736842105263,0.35,1.0,0,0.76,17,1765,50,False,21,0,0.35,1.0
3,2,A,mfu_v7,0.3006301671546166,0.42740693559017134,0.55,0.0,0.19000000000000003,0.0,0.048625617827003184,0.35,0.6622126544563405,0.4239,0.0025263157894736842,0.35,1.0,0,0.765,17,1765,50,False,21,0,0.35,1.0
4,3,A,mfu_v7,0.35099195876822836,0.44642383622646786,0.55,0.0,0.17000000000000004,0.0,0.06340874357787682,0.35,0.6670917314672724,0.4227,0.0030526315789473684,0.35,1.0,0,0.77,17,1765,50,False,21,0,0.35,1.0
5,4,A,mfu_v7,0.39856264539062347,0.4653106687643172,0.55,0.0,0.15000000000000005,0.0,0.08345975381389951,0.35,0.6830471241109848,0.4235,0.004842105263157895,0.35,1.0,1,0.775,17,1765,50,False,21,0,0.35,1.0
6,5,A,mfu_v7,0.4203922796448319,0.47343378188805035,0.55,0.0,0.13000000000000006,0.0,0.09048769688099119,0.35,0.6888316119126346,0.4348,0.006736842105263158,0.35,1.0,0,0.78,17,1765,50,False,21,0,0.35,1.0
7,6,A,mfu_v7,0.43863972154009795,0.49257842606953794,0.55,0.0,0.11000000000000006,0.0,0.10358272493335306,0.35,0.7096073163730798,0.4407,0.008105263157894737,0.35,1.0,0,0.785,17,1765,50,False,21,0,0.35,1.0
8,7,A,mfu_v7,0.4621665767213572,0.49234938373058235,0.55,0.0,0.09000000000000005,0.0,0.1163335319426783,0.35,0.7073489755948472,0.4473,0.009473684210526316,0.35,1.0,0,0.79,17,1765,50,False,21,0,0.35,1.0
9,8,A,mfu_v7,0.48700150031780254,0.506179371852561,0.55,0.0,0.07000000000000005,0.0,0.12707179966053644,0.35,0.7265836620930883,0.4377,0.011052631578947368,0.35,1.0,0,0.795,17,1765,50,False,21,0,0.35,1.0
10,9,A,mfu_v7,0.5002548942539983,0.5222842116943209,0.55,0.07142857142857142,0.050000000000000044,0.0,0.13098965191009931,0.35,0.7420746649315291,0.4425,0.011578947368421053,0.35,1.0,0,0.8,17,1765,50,False,21,0,0.35,1.0
11,10,A,mfu_v7,0.5153538660342128,0.5346700643275265,0.55,0.18181818181818182,0.030000000000000044,0.0,0.1425665776347638,0.35,0.7530771921995354,0.4416,0.01263157894736842,0.35,1.0,0,0.805,17,1765,50,False,21,0,0.35,1.0
12,11,A,mfu_v7,0.5313759227356428,0.544724381147929,0.55,0.2926829268292683,0.010000000000000044,0.0,0.14495013976919344,0.35,0.7634267350729713,0.4695,0.013473684210526317,0.35,1.0,0,0.81,17,1765,50,False,21,0,0.35,1.0
13,12,A,mfu_v7,0.5434387809078549,0.5417893555135638,0.55,0.375,0.0,0.0,0.15113773929012334,0.35,0.7624156476557553,0.488,0.014421052631578947,0.35,1.0,0,0.8150000000000001,17,1765,50,False,21,0,0.35,1.0
14,13,A,mfu_v7,0.5330671729497504,0.5659242394301065,0.55,0.5294117647058824,0.0,0.0,0.1539613225514826,0.35,0.7895764981429043,0.5164,0.014842105263157894,0.35,1.0,0,0.8200000000000001,17,1765,50,False,21,0,0.35,1.0
15,14,A,mfu_v7,0.5277063677037839,0.5831066766985314,0.55,0.543859649122807,0.0,0.0,0.1554059735068141,0.35,0.7957631623029602,0.5254,0.015578947368421053,0.35,1.0,0,0.8250000000000001,17,1765,50,False,21,0,0.35,1.0
16,15,A,mfu_v7,0.5172493647547487,0.5976953324174313,0.55,0.5901639344262295,0.0,0.0,0.1585429390044924,0.35,0.8024057615831766,0.5286,0.016105263157894737,0.35,1.0,0,0.8300000000000001,17,1765,50,False,21,0,0.35,1.0
17,16,A,mfu_v7,0.5061244746171168,0.6012595776260315,0.55,0.6153846153846154,0.0,0.0,0.16213734310730907,0.35,0.7996645591294087,0.5294,0.01663157894736842,0.35,1.0,0,0.8350000000000001,17,1765,50,False,21,0,0.35,1.0
18,17,A,mfu_v7,0.4909176883332426,0.6072542998284955,0.55,0.6956521739130435,0.0,0.0,0.16614156296831875,0.35,0.8038625622341375,0.533,0.017368421052631578,0.35,1.0,0,0.8400000000000001,17,1765,50,False,21,0,0.35,1.0
19,18,A,mfu_v7,0.4732951446990254,0.6252544586692824,0.55,0.7361111111111112,0.0,0.0,0.16551596961032394,0.35,0.8184449298078502,0.5437,0.017789473684210525,0.35,1.0,1,0.8941307446020007,17,1765,50,False,21,0,0.35,1.0
20,19,A,mfu_v7,0.4550197373639441,0.6221864305200837,0.55,0.7808219178082192,0.0,0.0,0.16749973468131277,0.35,0.8079702363529808,0.5572,0.01831578947368421,0.35,1.0,3,0.9482614892040013,17,1765,50,False,21,0,0.35,1.0
21,20,A,mfu_v7,0.43547651195230985,0.6424642823590303,0.55,0.8108108108108109,0.0,0.0,0.16741105273608686,0.35,0.8285227674226436,0.5657,0.018631578947368423,0.35,1.0,3,1.0,17,1765,50,False,21,0,0.35,1.0
22,21,A,mfu_v7,0.41259424641111303,0.639129230443366,0.55,0.8552631578947368,0.0,0.0,0.17005793125165278,0.35,0.8168377703304048,0.5699,0.019789473684210527,0.35,1.0,2,1.0,17,1765,50,False,21,0,0.35,1.0
23,22,A,mfu_v7,0.39004182664177256,0.6560611340824005,0.55,0.868421052631579,0.0,0.0,0.1701172147158563,0.35,0.8343238005920668,0.5866,0.020421052631578947,0.35,1.0,0,1.0,17,1765,50,False,21,0,0.35,1.0
24,23,A,mfu_v7,0.36610665727541875,0.6699318541276038,0.55,0.9090909090909091,0.0,0.0,0.17049585544054066,0.35,0.8403895851066154,0.568,0.021368421052631578,0.35,1.0,0,1.0,17,1765,50,False,21,0,0.35,1.0
25,24,A,mfu_v7,0.3410281981143218,0.6691859515432667,0.55,0.948051948051948,0.0,0.0,0.17032910850882194,0.35,0.8338552752325097,0.55,0.022210526315789472,0.35,1.0,0,1.0,17,1765,50,False,21,0,0.35,1.0
26,25,A,mfu_v7,0.3168355103718788,0.673677945593553,0.55,0.961038961038961,0.0,0.0,0.17073404616872084,0.35,0.8384359486657034,0.5472,0.02231578947368421,0.35,1.0,3,0.9414238110136105,17,1765,50,False,21,0,0.35,1.0
27,26,A,mfu_v7,0.2944846186757061,0.6846904065516869,0.55,0.9615384615384616,0.0,0.0,0.1709654085151629,0.35,0.8470111490748102,0.5325,0.022842105263157896,0.35,1.0,3,0.887847622027221,17,1765,50,False,21,0,0.35,1.0
28,27,A,mfu_v7,0.27461037484262824,0.6787398613214055,0.55,0.9743589743589743,0.0,0.0,0.17092833597290896,0.35,0.8367328975036268,0.5103,0.02368421052631579,0.35,1.0,2,0.8032385859251892,17,1765,50,False,21,0,0.35,1.0
29,28,A,mfu_v7,0.2541581605927099,0.6693538802731398,0.55,0.9871794871794872,0.0,0.0,0.17095177648302187,0.35,0.8303154445044925,0.5035,0.024105263157894737,0.35,1.0,0,0.7772057388095468,17,1765,50,False,21,0,0.35,1.0
30,29,A,mfu_v7,0.23486724513796092,0.6704228566421913,0.55,0.9871794871794872,0.0,0.0,0.17102560202677344,0.35,0.8352730840953628,0.5035,0.024105263157894737,0.35,1.0,1,0.8303506168950342,17,1765,50,False,21,0,0.35,1.0
31,30,A,mfu_v7,0.21638938387049111,0.6707764301170023,0.55,0.9871794871794872,0.0,0.0,0.17105080152584445,0.35,0.8351600088214317,0.4964,0.024210526315789474,0.35,1.0,1,0.8834954949805216,17,1765,50,False,21,0,0.35,1.0
32,31,A,mfu_v7,0.19942736324577356,0.6842054682543505,0.55,0.9871794871794872,0.0,0.0,0.1710760858470443,0.35,0.847769094192492,0.4926,0.024526315789473684,0.35,1.0,1,0.936640373066009,17,1765,50,False,21,0,0.35,1.0
33,32,A,mfu_v7,0.18367471571170724,0.6763181524140949,0.55,1.0,0.0,0.0,0.17109688023658703,0.35,0.8346359481265628,0.4851,0.024736842105263158,0.35,1.0,2,0.9558327861169776,17,1765,50,False,21,0,0.35,1.0
34,33,A,mfu_v7,0.1688956738170814,0.6701759900528778,0.55,1.0,0.0,0.0,0.1711159569720841,0.35,0.832113566536314,0.4848,0.02494736842105263,0.35,1.0,2,0.9268803210824589,17,1765,50,False,21,0,0.35,1.0
35,34,A,mfu_v7,0.15474051264687558,0.6772705511241087,0.55,1.0,0.0,0.0,0.1711344453350526,0.35,0.8414331077456947,0.4729,0.02526315789473684,0.35,1.0,0,0.8979278560479401,17,1765,50,False,21,0,0.35,1.0
36,35,A,mfu_v7,0.14208051559114054,0.701463829300311,0.55,1.0,0.0,0.0,0.17115284755454158,0.35,0.8424370063631696,0.4683,0.025473684210526315,0.35,1.0,2,0.8862621243490271,17,1765,50,False,21,0,0.35,1.0
37,36,A,mfu_v7,0.13023841032798264,0.7341043023785423,0.55,1.0,0.0,0.0,0.1711713693938908,0.35,0.8587561843378382,0.464,0.025578947368421052,0.35,1.0,2,0.874596392650114,17,1765,50,False,21,0,0.35,1.0
38,37,A,mfu_v7,0.11848675232441667,0.7378737592100066,0.55,1.0,0.0,0.0,0.171189959281778,0.35,0.8531562642505186,0.464,0.025578947368421052,0.35,1.0,2,0.8489902896991568,17,1765,50,False,21,0,0.35,1.0
39,38,A,mfu_v7,0.10716029489711372,0.7604167514784026,0.55,1.0,0.0,0.0,0.17120859441656122,0.35,0.8704803365826004,0.464,0.025578947368421052,0.35,1.0,1,0.8152746600383094,17,1765,50,False,21,0,0.35,1.0
40,39,A,mfu_v7,0.0961076633181663,0.7653055947113917,0.55,1.0,0.0,0.0,0.17122726695128554,0.35,0.8681652793548931,0.464,0.025578947368421052,0.35,1.0,1,0.7954994016295062,17,1765,50,False,21,0,0.35,1.0
41,40,A,mfu_v7,0.08512787518455092,0.7676634450523431,0.55,1.0,0.0,0.0,0.1712459765284126,0.35,0.8683519230209413,0.464,0.025578947368421052,0.35,1.0,0,0.7757241432207029,17,1765,50,False,21,0,0.35,1.0
42,41,A,mfu_v7,0.07480356091846202,0.7554738160974817,0.55,1.0,0.0,0.0,0.1712647200285609,0.35,0.8557814783706235,0.464,0.025578947368421052,0.35,1.0,0,0.7807241432207029,17,1765,50,False,21,0,0.35,1.0
43,42,A,mfu_v7,0.0654355413626639,0.7503344445335878,0.55,1.0,0.0,0.0,0.17128349054073883,0.35,0.8560187195459661,0.464,0.025578947368421052,0.35,1.0,1,0.8093947931949582,17,1765,50,False,21,0,0.35,1.0
44,43,A,mfu_v7,0.056356593994242844,0.7535057030960526,0.55,1.0,0.0,0.0,0.17130228755417706,0.35,0.861189951237143,0.464,0.025578947368421052,0.35,1.0,2,0.8380654431692135,17,1765,50,False,21,0,0.35,1.0
45,44,A,mfu_v7,0.04727764662582181,0.7663520066395207,0.55,1.0,0.0,0.0,0.1713211096985118,0.35,0.8714927502985088,0.464,0.025578947368421052,0.35,1.0,2,0.8667360931434688,17,1765,50,False,21,0,0.35,1.0
46,45,A,mfu_v7,0.038734132514657356,0.7676693335077868,0.55,1.0,0.0,0.0,0.17133996495808232,0.35,0.8679180240437987,0.464,0.025578947368421052,0.35,1.0,3,0.8678387732484056,17,1765,50,False,21,0,0.35,1.0
47,46,A,mfu_v7,0.030444658830446832,0.7754484618659808,0.55,1.0,0.0,0.0,0.17135885636071396,0.35,0.8747549186994112,0.464,0.025578947368421052,0.35,1.0,2,0.8689414533533425,17,1765,50,False,21,0,0.35,1.0
48,47,A,mfu_v7,0.02281554958294878,0.7597352500302432,0.55,1.0,0.0,0.0,0.17137779918061083,0.35,0.856560133545019,0.464,0.025578947368421052,0.35,1.0,1,0.8976121033275978,17,1765,50,False,21,0,0.35,1.0
49,48,A,mfu_v7,0.01573037428900856,0.7512971609044261,0.55,1.0,0.0,0.0,0.17139679983473552,0.35,0.8551434978465027,0.464,0.025578947368421052,0.35,1.0,0,0.9026121033275978,17,1765,50,False,21,0,0.35,1.0
