index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,10,1065,50,False,31,0,0.35,1.0
1,0,A,mfu_v7,0.19525535318017426,0.319,0.55,0.0,0.23,0.0,0.021241515307014687,0.35,0.61515,0.4496,0.0008421052631578948,0.35,1.0,1,0.7164883047904546,10,1065,50,False,31,0,0.35,1.0
2,1,A,mfu_v7,0.25155720192690945,0.3789490899121393,0.55,0.0,0.21000000000000002,0.0,0.032486529393800666,0.35,0.6365216354165324,0.4653,0.002,0.35,1.0,2,0.6829766095809091,10,1065,50,False,31,0,0.35,1.0
3,2,A,mfu_v7,0.2992546149549281,0.4161866016422663,0.55,0.0,0.19000000000000003,0.0,0.06664196846243903,0.35,0.6527186537970544,0.4755,0.0029473684210526317,0.35,1.0,0,0.6494649143713637,10,1065,50,False,31,0,0.35,1.0
4,3,A,mfu_v7,0.3448362430935794,0.4498023778096637,0.55,0.0,0.17000000000000004,0.0,0.0833634491923539,0.35,0.6750138862294286,0.4834,0.004947368421052632,0.35,1.0,1,0.6382029805692913,10,1065,50,False,31,0,0.35,1.0
5,4,A,mfu_v7,0.3869290179293891,0.46459514355105896,0.55,0.0,0.15000000000000005,0.0,0.1103230150346046,0.35,0.6809483876934472,0.4986,0.005894736842105263,0.35,1.0,1,0.6269410467672188,10,1065,50,False,31,0,0.35,1.0
6,5,A,mfu_v7,0.40888690031852826,0.48223341669926434,0.55,0.0,0.13000000000000006,0.0,0.13105416472653866,0.35,0.6974917855728564,0.5076,0.007263157894736842,0.35,1.0,0,0.6156791129651464,10,1065,50,False,31,0,0.35,1.0
7,6,A,mfu_v7,0.42510026841108245,0.5033257491097405,0.55,0.0,0.11000000000000006,0.0,0.1420226382855007,0.35,0.7161214266405624,0.5266,0.008105263157894737,0.35,1.0,1,0.6206791129651464,10,1065,50,False,31,0,0.35,1.0
8,7,A,mfu_v7,0.4470930877091492,0.5058320673096646,0.55,0.2,0.09000000000000005,0.0,0.16259225964205146,0.35,0.7156436493180902,0.5329,0.009263157894736843,0.35,1.0,4,0.6239146901524016,10,1065,50,False,31,0,0.35,1.0
9,8,A,mfu_v7,0.46683366851179064,0.5199646404040043,0.55,0.2222222222222222,0.07000000000000005,0.0,0.17111286102413775,0.35,0.7340169401137449,0.554,0.01063157894736842,0.35,1.0,3,0.6271502673396568,10,1065,50,False,31,0,0.35,1.0
10,9,A,mfu_v7,0.4850518546078772,0.5287118676957238,0.55,0.3333333333333333,0.050000000000000044,0.0,0.18806684540018703,0.35,0.7423911253412556,0.56,0.011789473684210527,0.35,1.0,2,0.634235654410814,10,1065,50,False,31,0,0.35,1.0
11,10,A,mfu_v7,0.4967635330486394,0.5525242239505683,0.55,0.23529411764705882,0.030000000000000044,0.0,0.20141562563179036,0.35,0.7673390283208359,0.5725,0.013052631578947368,0.35,1.0,2,0.6413210414819711,10,1065,50,False,31,0,0.35,1.0
12,11,A,mfu_v7,0.5174248540789947,0.5568540395025374,0.55,0.25,0.010000000000000044,0.0,0.20936715642064407,0.35,0.7674511634681718,0.5783,0.014210526315789474,0.35,1.0,2,0.6484064285531282,10,1065,50,False,31,0,0.35,1.0
13,12,A,mfu_v7,0.5296995039821907,0.5550680046633572,0.55,0.24242424242424243,0.0,0.0,0.21902502406629634,0.35,0.7699359078391235,0.5975,0.01463157894736842,0.35,1.0,2,0.6581205626410785,10,1065,50,False,31,0,0.35,1.0
14,13,A,mfu_v7,0.536262435167697,0.5507739245866757,0.55,0.21052631578947367,0.0,0.0,0.2225409166658431,0.35,0.7696066663987318,0.5966,0.015157894736842105,0.35,1.0,1,0.6473402248923253,10,1065,50,False,31,0,0.35,1.0
