index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,3,365,50,False,29,0,0.35,1.0
1,0,A,mfu_v7,0.21470209776218618,0.319,0.55,0.0,0.23,0.0,0.013958206488547271,0.35,0.61515,0.4391,0.0009473684210526315,0.35,1.0,2,0.7802477048486461,3,365,50,False,29,0,0.35,1.0
2,1,A,mfu_v7,0.2700090373312726,0.38695246261780364,0.55,0.0,0.21000000000000002,0.0,0.029923817443386007,0.35,0.6441248394869135,0.4367,0.001894736842105263,0.35,1.0,1,0.8104954096972923,3,365,50,False,29,0,0.35,1.0
3,2,A,mfu_v7,0.3114036574187048,0.4239469039267401,0.55,0.0,0.19000000000000003,0.0,0.0551404389366507,0.35,0.6567295244309257,0.4482,0.002842105263157895,0.35,1.0,2,0.8407431145459384,3,365,50,False,29,0,0.35,1.0
4,3,A,mfu_v7,0.346986934016957,0.4590691579001565,0.55,0.0,0.17000000000000004,0.0,0.06635541503339491,0.35,0.6805580003559178,0.4553,0.0038947368421052633,0.35,1.0,3,0.8709908193945846,3,365,50,False,29,0,0.35,1.0
5,4,A,mfu_v7,0.39181060749150876,0.4732528523563164,0.55,0.0,0.15000000000000005,0.0,0.0843209107600875,0.35,0.6852811634204348,0.4642,0.005368421052631579,0.35,1.0,2,0.9012385242432307,3,365,50,False,29,0,0.35,1.0
6,5,A,mfu_v7,0.4113827048137526,0.48273297344761457,0.55,0.0,0.13000000000000006,0.0,0.09156006497130516,0.35,0.694330126785581,0.4746,0.006526315789473684,0.35,1.0,1,0.9314862290918768,3,365,50,False,29,0,0.35,1.0
7,6,A,mfu_v7,0.4332767128280303,0.4903309950867376,0.55,0.0,0.11000000000000006,0.0,0.1041435748761764,0.35,0.7035665964844027,0.4748,0.008,0.35,1.0,0,0.9364862290918768,3,365,50,False,29,0,0.35,1.0
8,7,A,mfu_v7,0.45769337161793394,0.5106057469705948,0.55,0.0,0.09000000000000005,0.0,0.1095094569648323,0.35,0.7256364416856351,0.5,0.009578947368421053,0.35,1.0,0,0.9414862290918768,3,365,50,False,29,0,0.35,1.0
9,8,A,mfu_v7,0.4775424134295843,0.5173253401113018,0.55,0.11764705882352941,0.07000000000000005,0.0,0.1101032803492994,0.35,0.729504659378087,0.5119,0.010105263157894737,0.35,1.0,0,0.9464862290918769,3,365,50,False,29,0,0.35,1.0
10,9,A,mfu_v7,0.5003332253027778,0.5320853001114351,0.55,0.09090909090909091,0.050000000000000044,0.0,0.1148250970741458,0.35,0.7467043922591166,0.5412,0.011263157894736841,0.35,1.0,2,0.928190144667264,3,365,50,False,29,0,0.35,1.0
