index,year,scenario,constitution,corruption_index,trust_index,grievance_index,iig_effectiveness,coup_probability,north_star_progress,gini_coefficient,ethnic_harmony,stability_index,employment_rate,brain_drain_rate,vpn_floor,social_media_openness,active_shocks,china_influence,run_id,seed,final_year,simulation_failed,total_shocks_fired,total_shutdowns,final_vpn_floor,mean_sm_openness
0,0,A,mfu_v7,0.72,0.22,0.6,0.3,0.25,0.0,0.55,0.35,0.18,0.58,0.35,0.35,1.0,0,0.75,5,565,50,False,32,0,0.35,1.0
1,0,A,mfu_v7,0.19733920809614539,0.319,0.55,0.0,0.23,0.0,0.010198198870920416,0.35,0.61515,0.4208,0.0010526315789473684,0.35,1.0,0,0.755,5,565,50,False,32,0,0.35,1.0
2,1,A,mfu_v7,0.2591465268189226,0.3808129503039936,0.55,0.0,0.21000000000000002,0.0,0.03465168344674962,0.35,0.6382923027887939,0.4346,0.0022105263157894735,0.35,1.0,0,0.76,5,565,50,False,32,0,0.35,1.0
3,2,A,mfu_v7,0.29755562503488625,0.4169912900028772,0.55,0.0,0.19000000000000003,0.0,0.045529520753351864,0.35,0.652700286375056,0.4447,0.003263157894736842,0.35,1.0,1,0.765,5,565,50,False,32,0,0.35,1.0
4,3,A,mfu_v7,0.3503310434291047,0.4497546486414451,0.55,0.0,0.17000000000000004,0.0,0.06051940455719574,0.35,0.6746305744081644,0.4595,0.004736842105263158,0.35,1.0,1,0.77,5,565,50,False,32,0,0.35,1.0
5,4,A,mfu_v7,0.3925221481148057,0.481530823479962,0.55,0.0,0.15000000000000005,0.0,0.07820081133006172,0.35,0.697057329876557,0.4628,0.005157894736842105,0.35,1.0,2,0.775,5,565,50,False,32,0,0.35,1.0
6,5,A,mfu_v7,0.4093834551841283,0.5029767022589017,0.55,0.0,0.13000000000000006,0.0,0.0904615135988862,0.35,0.7100849212843725,0.4725,0.006526315789473684,0.35,1.0,4,0.7935108213766104,5,565,50,False,32,0,0.35,1.0
7,6,A,mfu_v7,0.42939828550469405,0.5115506386014558,0.55,0.0,0.11000000000000006,0.0,0.09789238906043116,0.35,0.7152228917226442,0.4862,0.007789473684210527,0.35,1.0,3,0.8120216427532209,5,565,50,False,32,0,0.35,1.0
8,7,A,mfu_v7,0.44501892413340444,0.5083148603884174,0.55,0.0,0.09000000000000005,0.0,0.10544327635871384,0.35,0.714547849156385,0.5032,0.008947368421052631,0.35,1.0,4,0.790397211218873,5,565,50,False,32,0,0.35,1.0
9,8,A,mfu_v7,0.4599136838378685,0.517851063036497,0.55,0.0,0.07000000000000005,0.0,0.1154517005254386,0.35,0.7309662685215368,0.5084,0.010210526315789474,0.35,1.0,3,0.7859066043275137,5,565,50,False,32,0,0.35,1.0
10,9,A,mfu_v7,0.4742319406552914,0.5073088872398883,0.55,0.0,0.050000000000000044,0.0,0.11915102433753848,0.35,0.7229459964025651,0.518,0.011789473684210527,0.35,1.0,0,0.7336335295640564,5,565,50,False,32,0,0.35,1.0
11,10,A,mfu_v7,0.4852716746289945,0.5100439534861182,0.55,0.14285714285714285,0.030000000000000044,0.0,0.1245015784156904,0.35,0.7359720231710591,0.5277,0.01231578947368421,0.35,1.0,1,0.763388849469139,5,565,50,False,32,0,0.35,1.0
