year,scenario,corruption_index,trust_index,grievance_index,merit_integrity,iig_effectiveness,coup_probability,ethnic_harmony,gini_coefficient,employment_rate,phd_output,knowledge_capital,brain_drain_rate,tax_compliance,shame_register_size,foreign_investors,stability_index,north_star_progress,total_ruin_events,fdi_net,inflation_rate,psych_probation_count,run_id,seed,final_year,simulation_failed
0,A,0.6593447128916259,0.21770105521266508,0.6203985018448582,0.0,0.05,0.45,0.25700623627054126,0.41162070223013936,0.5743039248574304,0,0.0,0.0,0.9,0,0,0.18,0.263,0,0.0,0.12,0,83,8365,50,False
0,A,0.7252821516586849,0.21239073864886615,0.9999883194407004,0.0,0.0,0.43,0.26471152869433157,0.4094804250891482,0.5818689439973723,0,0.0,0.1996,0.9977,0,0,0.48250000000000004,0.26582460674857966,0,0.0,0.10656273630112566,0,83,8365,50,False
1,A,0.7752267050889051,0.3132380555307253,1.0,0.0,0.0002,0.41,0.27168116014027455,0.4006526294383522,0.5924132364810331,0,0.0,0.1681,0.9977,0,0,0.46900000000000003,0.26442308984703655,0,0.0,0.07076920345138556,0,83,8365,50,False
2,A,0.8369723387974727,0.38383117734802713,1.0,0.0,0.0004,0.38999999999999996,0.2772711735275279,0.39100341034497743,0.5981873111782477,0,0.0,0.0998,0.9977,0,0,0.49337113461913,0.2639980601292059,0,0.0,0.03935485492413199,0,83,8365,50,False
3,A,0.8795620681765635,0.43324636262013944,1.0,0.0,0.004326708074534161,0.36999999999999994,0.2816890917616923,0.3827704418516743,0.6011315417256011,0,0.0,0.0665,0.9977,0,0,0.5128399288525209,0.25880716591838165,0,0.0,0.026842862594886066,0,83,8365,50,False
4,A,0.9292849434645226,0.4678369923106166,1.0,0.0,0.05058476001979218,0.3499999999999999,0.28518843479973816,0.3744605830683268,0.6071706936866719,0,0.0,0.047,0.9972,4,0,0.5294360910270749,0.254816950513387,4,0.0,0.0,0,83,8365,50,False
5,A,0.9539741393892336,0.48313666588324344,1.0,0.0,0.1624750267094017,0.3299999999999999,0.28793369095735943,0.3677097317599316,0.6095297029702971,0,0.0,0.0327,0.9961,16,0,0.5499798079932252,0.24712015968904197,19,0.0,0.0,0,83,8365,50,False
6,A,0.9699769438785261,0.4938464373840831,1.0,0.0,0.23027416154936228,0.3099999999999999,0.29026696366440097,0.36124217739824566,0.6124137931034482,0,0.0,0.0242,0.9892,30,0,0.5764584126160424,0.24503716202759793,35,0.0,0.0,0,83,8365,50,False
7,A,0.9751490814411004,0.5013432774346686,1.0,0.0,0.37144641629995784,0.28999999999999987,0.29291925324266216,0.35363127420344515,0.6169888871974425,0,0.0,0.0163,0.9813,35,0,0.5958148280755995,0.24266030769470262,59,0.0,0.0,0,83,8365,50,False
8,A,0.9759114366579297,0.5065910654700785,1.0,0.0,0.44943392000886945,0.26999999999999985,0.2950133733938363,0.3476299630039149,0.6199546485260771,0,0.0,0.0115,0.9687,67,0,0.625821247951683,0.24516799257585517,87,0.0,0.0,0,83,8365,50,False
9,A,0.9776700371805578,0.4965456747991478,1.0,0.0,0.5041069772430684,0.24999999999999986,0.2971880341264105,0.3411135348785295,0.6211665664461816,0,0.0,0.0095,0.9565,100,0,0.6461007806724657,0.24397360945254407,126,0.0,0.0,0,83,8365,50,False
10,A,0.9635928640060306,0.4895139013294963,1.0,0.0,0.6964117647058823,0.22999999999999987,0.2989344623215985,0.3333705161475546,0.6236189907435056,0,0.0,0.0066,0.9511000000000001,144,0,0.6592790136987781,0.24268884591779163,166,0.0,0.0,0,83,8365,50,False
11,A,0.9472399228295592,0.48459165990073955,1.0,0.0,0.7766117647058822,0.20999999999999988,0.30121878572439764,0.3258416496949153,0.6277513384889947,0,0.0,0.0062,0.9453,192,0,0.694008823927028,0.24682538249513655,195,0.0,0.0,0,83,8365,50,False
12,A,0.9295340404766198,0.48114609090061206,1.0,0.0,0.8835764705882352,0.1899999999999999,0.3027344483569933,0.32047346916936453,0.6310263235729074,0,0.0,0.0034,0.9244,195,0,0.7125576884032074,0.2528055106931394,214,0.0,0.0,0,83,8365,50,False
13,A,0.9108869816530893,0.48348859485514784,1.0,0.0,0.9287764705882354,0.1699999999999999,0.3048196434716793,0.31499602230728246,0.6343469957396798,0,0.0,0.0032,0.9131,228,0,0.7355655994188861,0.25974289927202954,229,0.0,0.0,0,83,8365,50,False
14,A,0.8917693345942669,0.4851283476233191,1.0,0.0,0.9525058823529411,0.1499999999999999,0.30669958806478115,0.31011269219867327,0.636869056327725,0,0.0,0.0031,0.8987,229,0,0.7508084435758704,0.26622779989829526,236,0.0,0.0,0,83,8365,50,False
15,A,0.8721222757707374,0.48627617456104144,1.0,0.0,0.9853529411764705,0.12999999999999992,0.3082088721477898,0.3058427759763535,0.6389981068880152,0,0.0,0.0024,0.8881,244,0,0.7626918462504653,0.2724684957556137,248,0.0,0.0,0,83,8365,50,False
16,A,0.8522987463589724,0.4870796534174483,1.0,0.0,0.9943764705882353,0.10999999999999992,0.30991674624172466,0.301280599357953,0.6404755001449696,0,0.0,0.0025,0.882,251,0,0.775845698710917,0.2797587136133024,251,0.0,0.0,0,83,8365,50,False
17,A,0.8323575698883839,0.4999598130420721,1.0,0.0,0.9983999999999998,0.08999999999999991,0.3115650433323784,0.29908748225102677,0.6422705662008357,0,0.0,0.0026,0.872,251,0,0.7853579836685274,0.2882341313811434,253,0.0,0.0,0,83,8365,50,False
18,A,0.8123575698883829,0.5089759247793051,1.0,0.0,1.0,0.06999999999999991,0.3134551838628687,0.2968629912012533,0.6441753171856978,0,0.0,0.0017,0.855,254,0,0.7971520730686686,0.29650148730259906,254,0.0,0.0,0,83,8365,50,False
19,A,0.7923575698883847,0.5152872029953682,1.0,0.0,1.0,0.049999999999999906,0.3134823267720701,0.29497880878076377,0.6449704142011834,0,0.0,0.002,0.847,254,0,0.8076254650605322,0.3044639389787793,254,0.0,0.0,0,83,8365,50,False
20,A,0.7723575698883828,0.5197050977466123,1.0,0.013157894736842105,1.0,0.029999999999999905,0.31348867407780545,0.2937981116985238,0.6471949103528051,0,0.0,0.0012,0.8299,254,0,0.8171888394548369,0.31168566063193415,254,0.0,0.0,0,83,8365,50,False
21,A,0.7523575698883841,0.5298723156455861,1.0,0.013157894736842105,1.0,0.009999999999999905,0.313488674077806,0.29185625833037543,0.6497248769186215,0,0.0,0.0009,0.8174,254,0,0.82628320153085,0.32108699988936573,254,0.0,0.0,0,83,8365,50,False
22,A,0.7323575698883831,0.5369893681748616,1.0,0.013157894736842105,1.0,0.0,0.313488674077807,0.2907570670164833,0.6525460612215291,0,0.0,0.0012,0.8166,254,0,0.8368179278773334,0.33005822208715707,254,0.0,0.0,0,83,8365,50,False
23,A,0.7123575698883844,0.5419713049453584,1.0,0.013157894736842105,1.0,0.0,0.3134886740778063,0.2896297365388122,0.6520854526958291,0,0.0,0.0008,0.7942,254,0,0.8425922363198718,0.33950018295309714,254,0.0,0.0,0,83,8365,50,False
24,A,0.6923575698883835,0.5454586606847048,1.0,0.013157894736842105,1.0,0.0,0.31348867407780434,0.2909721483396585,0.653067171790762,0,0.0,0.0009,0.7883,254,0,0.8438342522296487,0.34578535930735976,254,0.0,0.0,0,83,8365,50,False
25,A,0.6723575698883829,0.5262304442793245,1.0,0.02631578947368421,1.0,0.0,0.3134886740778064,0.2929190687299012,0.6525164113785558,0,0.0,0.0017,0.7794,254,0,0.8447036633664925,0.3491977374867524,254,0.0,0.0,0,83,8365,50,False
26,A,0.652357569888384,0.512770692795558,1.0,0.02631578947368421,1.0,0.0,0.3134886740778055,0.2943618315836718,0.6520595968448729,0,0.0,0.0011,0.7711,254,0,0.8398949098065526,0.3519371804464284,254,0.0,0.0,0,83,8365,50,False
27,A,0.6323575698883833,0.5033488667569216,1.0,0.02631578947368421,1.0,0.0,0.31348867407780606,0.29359483386830537,0.6520403685827117,0,0.0,0.0012,0.7571,254,0,0.8365287823145946,0.35560303236382995,254,0.0,0.0,0,83,8365,50,False
28,A,0.6123575698883834,0.4967535885298764,1.0,0.039473684210526314,1.0,0.0,0.3134886740778047,0.2947507720335197,0.6525051274538529,0,0.0,0.001,0.7519,254,0,0.834172493070224,0.3602489063458755,254,0.0,0.0,0,83,8365,50,False
29,A,0.5923575698883828,0.5115768113395495,1.0,0.039473684210526314,1.0,0.0,0.313488674077806,0.2950892194330423,0.6514662756598241,0,0.0,0.0012,0.7405999999999999,254,0,0.8325230905991646,0.36991654974283994,254,0.0,0.0,0,83,8365,50,False
30,A,0.5723575698883838,0.5219530673063234,1.0,0.039473684210526314,1.0,0.0,0.31348867407780673,0.29562335571742165,0.6515863689776733,0,0.0,0.0006,0.7359,254,0,0.8362284882615749,0.37686911366876064,254,0.0,0.0,0,83,8365,50,False
31,A,0.5523575698883834,0.5292164464830641,1.0,0.039473684210526314,1.0,0.0,0.3134886740778062,0.29602991205738793,0.6519564577817005,0,3.574184406178576,0.0007,0.7216,254,1,0.8388222666252622,0.3839399240535507,254,700836.8812357148,0.0,0,83,8365,50,False
32,A,0.5323575698883828,0.534300811906785,1.0,0.039473684210526314,1.0,0.0,0.3134886740778063,0.2971856874047082,0.6513099793935826,0,21.50236312308522,0.0008,0.7142999999999999,254,3,0.8406379114798431,0.39243606250736773,254,2001806.6710151164,0.0,0,83,8365,50,False
33,A,0.5123575698883837,0.5280156482699534,1.0,0.05263157894736842,1.0,0.0,0.3134886740778064,0.29731488869187306,0.6519687361746055,0,60.47932139857957,0.0006,0.7062999999999999,254,6,0.8419088628780499,0.3968427488888151,254,4754726.60537065,0.0,0,83,8365,50,False
34,A,0.4923575698883833,0.523616033724171,1.0,0.05263157894736842,1.0,0.0,0.3134886740778058,0.2983675812918478,0.6516157591854803,0,131.5826752417756,0.0005,0.6991,254,9,0.8403374739984358,0.4036690300067005,254,6116190.6467328835,0.0,0,83,8365,50,False
35,A,0.472357569888384,0.520536303542122,1.0,0.06578947368421052,1.0,0.0,0.3134886740778061,0.30185622256009337,0.6513449600945906,0,209.5889207171748,0.0002,0.6917,254,10,0.8392375017827061,0.4086416137605722,254,1366578.3264406472,0.0,0,83,8365,50,False
36,A,0.4523575698883827,0.5183804924146886,1.0,0.07894736842105263,1.0,0.0,0.31348867407780734,0.3040346150602556,0.6508148148148148,0,379.6047538305541,0.0005,0.688,254,17,0.8384675212316952,0.41473104734499255,254,15023323.673961116,0.0,0,83,8365,50,False
37,A,0.432357569888383,0.5132969634118645,1.0,0.09210526315789473,1.0,0.0,0.31348867407780856,0.3066610067618353,0.6508691130589809,0,598.3346715108306,0.0002,0.6815,254,19,0.8379285348459876,0.42045001802667803,254,7280101.382889022,0.0,0,83,8365,50,False
38,A,0.41235756988838285,0.5097384931098812,1.0,0.13157894736842105,1.0,0.0,0.31348867407780695,0.307657057315431,0.6507889252753796,0,827.2227162819657,0.0003,0.6731,254,21,0.8366576290725867,0.4270131356478122,254,1661000.6440939843,0.0,0,83,8365,50,False
39,A,0.39235756988838316,0.5072475638985007,1.0,0.19736842105263158,1.0,0.0,0.31348867407780673,0.30851983999216037,0.6507983883002537,0,1119.3219817141883,0.0003,0.6693,254,25,0.835767995031206,0.43260924960318625,254,12586244.132217484,0.0,0,83,8365,50,False
40,A,0.3724538336871976,0.5055039134505296,1.0,1.0,1.0,0.0,0.31348867407780645,0.30966149300635476,0.6511141019889337,0,1450.8586036132417,0.0003,0.6639999999999999,254,29,0.8351452512022395,0.4386312492029997,254,8488835.814165307,0.0,0,83,8365,50,False
41,A,0.3527169915819347,0.5090204023155092,1.0,1.0,1.0,0.0,0.3134886740778068,0.3128182284166984,0.6512290167865707,0,1813.5247879140443,0.0001,0.6577999999999999,254,31,0.8347093305219629,0.4460173690991871,254,5914863.785223463,0.0,0,83,8365,50,False
42,A,0.33298014947667137,0.5114819445209813,1.0,1.0,1.0,0.0,0.31348867407780573,0.3146593338065399,0.6500375657400451,0,2201.600867488167,0.0004,0.6486000000000001,254,32,0.8355884470904067,0.45245376579408647,254,5235227.952868813,0.0,0,83,8365,50,False
43,A,0.31324330737140815,0.5132050240648163,1.0,1.0,1.0,0.0,0.31348867407780634,0.3158744532618436,0.6474928474627315,0,2644.424873182107,0.0004,0.6458999999999999,254,36,0.8362038286883173,0.4578647226096493,254,10766557.596392633,0.0,0,83,8365,50,False
44,A,0.29350646526614455,0.5144111797454999,1.0,1.0,1.0,0.0,0.3134886740778063,0.3184967350645462,0.648027807163367,0,3173.516322714983,0.0004,0.6407,254,40,0.8366345958068548,0.45973739539448466,254,17239326.311663702,0.0,0,83,8365,50,False
45,A,0.27378847240519594,0.5150588355568928,1.0,1.0,1.0,0.0,0.313488674077806,0.32002597934173843,0.6465334544353618,0,3805.6153844762866,0.0,0.6337999999999999,254,43,0.836936132789831,0.4676059135600287,254,18056247.763340734,0.0,0,83,8365,50,False
46,A,0.25431478819466935,0.5155121946248636,1.0,1.0,1.0,0.0,0.31348867407780745,0.32398986311281297,0.6456310679611651,0,4547.71174098168,0.0002,0.6313,254,48,0.8370980453866418,0.47113180521314857,254,19773302.721576978,0.0,0,83,8365,50,False
47,A,0.23484110398414318,0.5158295459724449,1.0,1.0,1.0,0.0,0.3134886740778068,0.3249231303329848,0.6447788417692658,0,5387.2393924639455,0.0,0.626,254,49,0.8372113842044092,0.4755283898567314,254,17928152.970572155,0.0,0,83,8365,50,False
48,A,0.21560845907406676,0.5160516919157511,1.0,1.0,1.0,0.0,0.31348867407780706,0.32856309290034597,0.6434663417605848,0,6349.612654020918,0.0001,0.6231,254,50,0.8372907213768465,0.47965895790128077,254,19935569.56310343,0.0,0,83,8365,50,False
49,A,0.19639793275827735,0.52330673725837,1.0,1.0,1.0,0.0,0.3134886740778059,0.3346373636666034,0.6422032346658529,0,7409.041047107346,0.0,0.6208,254,50,0.8373462573975525,0.48512739249489467,254,18320577.81898018,0.0,0,83,8365,50,False
