year,scenario,corruption_index,trust_index,grievance_index,merit_integrity,iig_effectiveness,coup_probability,ethnic_harmony,gini_coefficient,employment_rate,phd_output,knowledge_capital,brain_drain_rate,tax_compliance,shame_register_size,foreign_investors,stability_index,north_star_progress,total_ruin_events,fdi_net,inflation_rate,psych_probation_count,run_id,seed,final_year,simulation_failed
0,B,0.6454610842569025,0.22111526942574136,0.6184941532149609,0.0,0.05,0.45,0.25630952404749285,0.41298962516750554,0.575814429472966,0,0.0,0.0,0.9,0,0,0.18,0.263,0,0.0,0.12,0,78,7866,50,False
0,B,0.7044986079645732,0.21478068859801935,0.9999916665238614,0.0,0.1,0.43,0.26373679045599274,0.40942831112289296,0.5790265930757652,0,0.0,0.1964,0.9975,0,0,0.48250000000000004,0.2685976148303676,0,0.0,0.11186016931082521,0,78,7866,50,False
1,B,0.7696107557235595,0.3152983866114312,1.0,0.0,0.1,0.41,0.27070628310342293,0.40295442850810653,0.5888249794576829,0,0.0,0.1544,0.997,0,0,0.48275000000000007,0.2675523621981365,0,0.0,0.10214455576099392,0,78,7866,50,False
2,B,0.830838869037367,0.38476077522082075,1.0,0.0,0.1,0.38999999999999996,0.2761333588150436,0.39313946142385503,0.5949367088607594,0,0.0,0.1013,0.9942,0,0,0.5063129761482049,0.26177346675550756,0,0.0,0.08327062565499208,0,78,7866,50,False
3,B,0.877223279110927,0.43248444724739854,1.0,0.0,0.1,0.36999999999999994,0.2801123780661754,0.38600248940600546,0.6027902501603593,0,0.0,0.069,0.9933,0,0,0.5249820594519483,0.2538950369767332,0,0.0,0.062089859683885196,0,78,7866,50,False
4,B,0.911620095071952,0.4649910176659966,1.0,0.0,0.1,0.3499999999999999,0.28421236955969076,0.3767075057106912,0.6094890510948905,0,0.0,0.0465,0.9901,1,0,0.5402254177645688,0.24923308239721934,2,0.0,0.037635391516347406,0,78,7866,50,False
5,B,0.9391265379326509,0.47099927709627865,1.0,0.0,0.12772956455309395,0.3299999999999999,0.28753503046927525,0.3726120900955088,0.612360434030508,0,0.0,0.0313,0.9859,3,0,0.553070768583403,0.2434589294612769,9,0.0,0.004515964307800938,0,78,7866,50,False
6,B,0.9577629136999601,0.47430505869747563,1.0,0.0,0.21604133147616472,0.3099999999999999,0.29010747984313134,0.36593989717687564,0.6193820224719101,0,0.0,0.0248,0.9806,25,0,0.5644353638738663,0.2388454369368488,28,0.0,0.0,0,78,7866,50,False
7,B,0.9694574843424769,0.4757191058183149,1.0,0.0,0.32565468125759944,0.28999999999999987,0.2928699146203516,0.3618173896336972,0.6212449674821926,0,0.0,0.0161,0.9756,39,0,0.5849007413375762,0.23705547729226298,46,0.0,0.0,0,78,7866,50,False
8,B,0.9779533729488857,0.47580893880289543,1.0,0.0,0.45096024464831796,0.26999999999999985,0.29504585344510265,0.35658240185663215,0.6255377996312231,0,0.0,0.0126,0.9698,57,0,0.608570772502466,0.23396573675033203,80,0.0,0.0,0,78,7866,50,False
9,B,0.9789072358265221,0.4778003543197476,1.0,0.0,0.5606567164179104,0.24999999999999986,0.2975294699788651,0.352164786736958,0.6281660054928289,0,0.0,0.008,0.9529,113,0,0.6346012270994461,0.2346496805332891,113,0.0,0.0,0,78,7866,50,False
10,B,0.9681367747772154,0.47829434518153663,1.0,0.0,0.6338187547595914,0.22999999999999987,0.29972365143286783,0.3477637766328705,0.6313957008779897,0,0.0,0.0067,0.9424,148,0,0.6590020650336538,0.23578551371709883,149,0.0,0.0,0,78,7866,50,False
11,B,0.9538738966515843,0.4777401387847897,1.0,0.0,0.7434765906362545,0.20999999999999988,0.30215956793633547,0.34266799371980333,0.6347799969965461,0,0.0,0.006,0.9258,157,0,0.6777138278030441,0.23979932566256199,181,0.0,0.0,0,78,7866,50,False
12,B,0.9373062524580442,0.4764521943070628,1.0,0.0,0.8417093023255813,0.1899999999999999,0.3045625070684968,0.3397670337575657,0.6368648487557741,0,0.0,0.0051,0.9163,188,0,0.7017537230972404,0.24472561578807253,209,0.0,0.0,0,78,7866,50,False
13,B,0.9193441961544963,0.48017243013124233,1.0,0.0,0.9143837209302325,0.1699999999999999,0.3070140924812513,0.33635689562664056,0.6408241921138452,0,0.0,0.0049,0.8956,220,0,0.7239774837895271,0.2505616056941587,231,0.0,0.0,0,78,7866,50,False
14,B,0.9003325682475194,0.48187659520816545,1.0,0.0,0.9425813953488371,0.1499999999999999,0.30887009077827304,0.33127016326340897,0.6441102756892231,0,0.0,0.0039,0.8835,236,0,0.743676293577092,0.2582981468821924,238,0.0,0.0,0,78,7866,50,False
15,B,0.8814402793858297,0.48216951076201026,1.0,0.0,0.9588604651162791,0.12999999999999992,0.310844585758768,0.3268860868909322,0.6473946135831382,0,0.0,0.003,0.8705,245,0,0.7562392976376895,0.26541456533396446,246,0.0,0.0,0,78,7866,50,False
16,B,0.8629580272438474,0.48147455164970765,1.0,0.0,0.964674418604651,0.10999999999999992,0.3129117184293797,0.3229305537857355,0.6490181818181818,0,0.0,0.0024,0.8664000000000001,247,0,0.7666895051312708,0.27204745379887585,249,0.0,0.0,0,78,7866,50,False
17,B,0.8439800590675923,0.48251706466221145,1.0,0.0,0.9763023255813953,0.08999999999999991,0.3149770545429738,0.3201540332249213,0.6522556390977443,0,0.0,0.003,0.8456,250,0,0.7753424410744519,0.2780230475224922,251,0.0,0.0,0,78,7866,50,False
18,B,0.8246226539268338,0.4823468237709663,1.0,0.0,0.9861860465116279,0.06999999999999991,0.31697969880650756,0.31787289344848624,0.65383502170767,0,0.0,0.0023,0.8418,255,0,0.7853154632626915,0.28487486603849643,255,0.0,0.0,0,78,7866,50,False
19,B,0.8054121276110432,0.48132765514708914,1.0,0.0,0.992,0.049999999999999906,0.3169995578075995,0.3154066932422613,0.6564310544611819,0,0.0,0.0016,0.8223,256,0,0.794733206701436,0.2910606387441551,257,0.0,0.0,0,78,7866,50,False
20,B,0.7856752855057811,0.47971423711038075,1.0,0.0,0.992,0.029999999999999905,0.3170192657287084,0.314137913664451,0.6587382160986222,0,0.0,0.002,0.8177,257,0,0.8033349294341385,0.29772634610489646,257,0.0,0.0,0,78,7866,50,False
21,B,0.7659384434005175,0.48856069452558754,1.0,0.0,0.992,0.009999999999999905,0.3170192657287089,0.31332910023560645,0.6623546511627907,0,0.0,0.0017,0.8113,257,0,0.8109206702307512,0.3073094079497325,257,0.0,0.0,0,78,7866,50,False
22,B,0.7462016012952549,0.4938532147162304,1.0,0.0,0.992,0.0,0.31701926572870875,0.31259648357310743,0.6646288209606986,0,0.0,0.0009,0.7916,257,0,0.8211246512986061,0.3171105682556963,257,0.0,0.0,0,78,7866,50,False
23,B,0.7269910749794651,0.4966579788496877,1.0,0.0,0.992,0.0,0.3170192657287086,0.3130741727449547,0.6641867250182348,0,0.0,0.0012,0.7868999999999999,257,0,0.8264424380461046,0.3247628339650295,257,0.0,0.0,0,78,7866,50,False
24,B,0.7077805486636751,0.49772131374310014,1.0,0.0,0.992,0.0,0.31701926572870864,0.31256748181964733,0.6644736842105263,0,0.0,0.001,0.7743,257,0,0.8271398887693535,0.3304241726863566,257,0.0,0.0,0,78,7866,50,False
25,B,0.6883068644531493,0.5040490029090842,1.0,0.013157894736842105,0.992,0.0,0.3170192657287084,0.3143667072612654,0.6652498900776784,0,0.0,0.0007,0.7637,257,0,0.8274031042756278,0.3373163323116438,257,0.0,0.0,0,78,7866,50,False
26,B,0.6685700223478858,0.5075783853252752,1.0,0.013157894736842105,0.992,0.0,0.3170192657287091,0.3152853672459393,0.6646609920751394,0,0.0,0.0014,0.7531,257,0,0.8289831938151684,0.3444932820458143,257,0.0,0.0,0,78,7866,50,False
27,B,0.648570022347886,0.5091489530166091,1.0,0.02631578947368421,0.992,0.0,0.3170192657287083,0.31594730678783384,0.6642174871418075,0,0.0,0.0006,0.7377,257,0,0.8298642564928469,0.34987368990472933,257,0.0,0.0,0,78,7866,50,False
28,B,0.6288331802426225,0.5093483504005418,1.0,0.02631578947368421,0.992,0.0,0.3170192657287096,0.3150164620315272,0.6645066273932253,0,0.0,0.0016,0.7359,257,0,0.8302560003672217,0.35525157831496845,257,0.0,0.0,0,78,7866,50,False
29,B,0.6093594960320965,0.5185260398369549,1.0,0.039473684210526314,0.992,0.0,0.31701926572870853,0.3161741097736009,0.6638630662535046,0,0.0,0.0009,0.7228,257,0,0.8303052210792843,0.3632014380254289,257,0.0,0.0,0,78,7866,50,False
30,B,0.5898858118215701,0.5240504224424394,1.0,0.039473684210526314,0.992,0.0,0.31701926572870964,0.31743289972802036,0.6643491124260354,0,0.0,0.0006,0.7092,257,0,0.8325992033946428,0.37035461667057823,257,0.0,0.0,0,78,7866,50,False
31,B,0.5704121276110434,0.5270174902662835,1.0,0.039473684210526314,0.992,0.0,0.31701926572870937,0.31958420634831486,0.6641470283088781,0,0.0,0.0004,0.7067,257,0,0.8339799910153938,0.3775010750421901,257,0.0,0.0,0,78,7866,50,False
32,B,0.5512016012952542,0.5281944377429784,1.0,0.039473684210526314,0.992,0.0,0.3170192657287086,0.32101766435063245,0.6647862232779097,0,1.1716823824092082,0.0008,0.6948,257,1,0.8347215423499195,0.3845785961997943,257,516043.7790002821,0.0,0,78,7866,50,False
33,B,0.5314647591899909,0.5202906613937222,1.0,0.05263157894736842,0.992,0.0,0.31701926572870887,0.32251708636056886,0.6638443256090315,0,2.3433647648184164,0.0009,0.6840999999999999,257,1,0.8350156282840875,0.38963528766723543,257,0.0,0.0,0,78,7866,50,False
34,B,0.5114647591899913,0.5138580179492386,1.0,0.05263157894736842,0.992,0.0,0.31701926572870864,0.3229053946328717,0.6639880952380952,0,12.358806516864817,0.0005,0.6738999999999999,257,3,0.8330395785422704,0.39410641345230646,257,1740751.8739274393,0.0,0,78,7866,50,False
35,B,0.4914647591899908,0.5084551675381025,1.0,0.06578947368421052,0.992,0.0,0.3170192657287101,0.32439186099578143,0.6627924303382506,0,45.492030378867895,0.0006,0.6698,257,6,0.8314313437229983,0.4004587745168331,257,3620112.9775946653,0.0,0,78,7866,50,False
36,B,0.4719910749794644,0.5037731722503082,1.0,0.06578947368421052,0.992,0.0,0.31701926572870887,0.3251560175183375,0.663480209111277,0,96.87641719297758,0.0009,0.6638999999999999,257,7,0.8300805793495081,0.40463779017368207,257,3636232.590421325,0.0,0,78,7866,50,False
37,B,0.4522542328742012,0.5188536538552919,1.0,0.06578947368421052,0.992,0.0,0.3170192657287089,0.32487037587533113,0.6621298235118157,0,197.63146671537174,0.0002,0.6515,257,13,0.8289100442880648,0.4155458331583253,257,8706782.5512466,0.0,0,78,7866,50,False
38,B,0.4340963381373592,0.5285099909787832,1.0,0.10526315789473684,0.992,0.0,0.3170192657287067,0.3255626798677417,0.6623162316231623,0,355.9522903030375,0.0004,0.6438999999999999,257,18,0.8326801393216645,0.4214344930247612,257,11275530.228742413,0.0,0,78,7866,50,False
39,B,0.41488581182156997,0.5343694269652192,1.0,0.11842105263157894,0.992,0.0,0.31701926572870853,0.325748510841643,0.66290783340851,0,564.1420313891657,0.0004,0.6412,257,20,0.8350942058451842,0.4305516559229472,257,6938741.802304234,0.0,0,78,7866,50,False
40,B,0.3951489697163068,0.537571032155736,1.0,0.5921052631578947,0.992,0.0,0.317019265728709,0.3262734733254127,0.6623513472828542,0,783.8838335113451,0.0005,0.6325000000000001,257,23,0.836559052411648,0.4381098097721232,257,2004734.2401511883,0.0,0,78,7866,50,False
